gene_id	MCL1.DG	MCL1.LA	MCL1.LB	MCL1.LC	MCL1.LD	MCL1.LE	MCL1.LF
43475	60	62	45	86	78	74	34
100974	71	78	88	57	70	74	80
97569	193	140	161	146	182	233	310
56283	55	49	55	38	35	47	56
62482	89	37	57	48	53	68	44
91240	824	1089	426	358	1160	466	1180
61165	312	249	228	270	242	177	147
13259	13	7	24	24	11	22	7
83239	1799	4176	1172	1961	1164	2595	2339
15632	996	693	909	1130	958	1196	1094
74435	86	39	55	23	39	37	24
61273	773	1031	674	844	475	789	772
43139	32	27	35	44	24	21	37
44567	1099	1264	1239	1650	1205	831	1748
49003	63	98	68	109	132	137	85
97073	15	43	67	18	38	42	41
83191	85	91	57	109	121	54	43
83631	21	23	40	22	36	47	33
41919	237	236	296	223	328	215	583
87324	334	278	150	171	267	173	280
38776	189	214	220	234	195	191	212
61652	33	58	87	60	53	47	91
33623	0	3	3	0	3	2	0
36435	107	200	149	120	303	274	221
67407	3	3	2	5	2	8	9
20720	332	222	162	190	237	468	249
84570	1186	1734	1634	2586	1507	1898	1223
42567	202	445	390	232	376	219	140
15648	69	74	20	75	57	72	57
85999	113	108	60	70	150	71	95
77420	114	174	107	98	81	117	124
54632	63	47	60	77	95	94	91
18692	54	46	59	54	42	44	47
80440	15	13	31	29	35	41	26
33261	1458	1692	2390	2839	1274	2458	1084
47348	295	132	187	104	106	116	169
22511	1349	451	1175	1139	1400	1316	1209
42894	119	70	67	106	97	54	127
19129	215	145	104	209	150	218	164
94145	95	94	102	180	114	132	130
98974	676	358	351	348	448	374	322
43232	829	578	921	742	1038	886	766
29591	257	174	198	309	220	380	167
19697	21	36	22	42	55	44	37
72449	34	88	30	24	29	40	34
86767	3831	5596	3250	3060	5531	3362	7371
51851	97	131	169	128	54	130	21
15992	149	69	146	106	73	71	98
77736	3295	8463	8238	5898	6851	5634	9920
13712	1014	1308	1180	1132	2176	1699	1711
64760	292	311	478	575	262	316	484
100865	61	65	47	73	68	66	47
73511	18074	23476	14241	15750	23424	25063	20035
88743	279	256	349	438	234	430	271
58864	381	1374	875	616	1400	942	672
43293	122	128	103	132	71	137	73
34795	13	8	9	6	6	13	9
40920	6	9	8	12	13	9	4
35365	306	511	266	419	386	468	462
19399	281	260	158	369	287	384	420
19484	125	101	198	87	80	67	131
72312	9	15	17	22	10	7	13
19314	7	8	7	20	5	6	7
85868	67	96	128	90	86	140	135
90247	14	7	17	8	14	11	3
51587	811	1315	1892	885	1330	761	505
50291	869	990	1838	777	2010	1406	1468
17502	30657	48623	48066	40698	61135	30228	40595
42179	407	1276	605	1521	1014	668	829
13425	36	62	37	65	38	32	77
28535	23	26	25	40	18	27	22
64976	0	0	1	1	2	1	0
58075	38	30	72	65	38	36	35
95835	139	109	72	112	72	135	82
98165	968	1454	1036	1641	927	793	794
28306	466	817	676	824	437	568	356
26637	306	695	449	468	437	601	534
20477	206	292	371	254	247	232	227
76027	971	726	697	339	575	681	573
67855	2905	2037	2229	2848	3051	2593	3426
84044	16	16	14	11	20	13	12
47929	82	61	70	97	48	75	99
100756	14	19	5	10	6	2	11
28680	3131	5355	1760	4148	5133	4320	3736
22252	2676	2583	1743	3090	1265	2443	2282
47563	481	453	585	586	1061	808	700
85592	21	14	20	20	22	18	29
33931	261	395	143	227	131	127	401
52770	101	209	94	52	57	96	122
27992	188	179	160	189	269	152	202
92067	73	96	94	82	66	78	97
52230	776	354	311	457	303	390	435
19365	97	58	36	87	68	31	87
101139	1043	886	510	711	1129	1288	965
54012	203	613	592	686	379	599	508
73657	70	79	127	96	54	78	116
38522	68	220	162	201	308	304	62
18775	66	77	29	61	43	78	70
27979	628	667	480	304	611	356	905
49152	121	70	77	93	137	166	101
85675	214	260	246	448	312	247	368
95733	55	113	97	178	138	173	162
66253	4	5	15	15	6	13	7
76207	1253	1394	1719	905	2568	1670	1700
83447	23	20	7	12	12	27	15
15827	683	635	579	606	612	872	736
25607	220	498	318	484	214	455	243
73915	2	7	8	7	4	5	3
60685	26	39	57	46	53	37	56
92645	76	60	54	29	59	73	26
52270	31	35	23	29	19	29	34
22269	31	13	10	12	13	6	15
58821	805	436	435	481	665	932	543
50029	72	41	103	43	101	110	133
71305	353	372	456	314	193	541	362
15582	53	67	74	48	46	97	67
25131	313	269	233	303	454	463	320
75849	38	19	20	44	35	44	30
79105	163	87	83	126	142	89	104
62155	462	526	445	418	478	578	549
49578	128	137	214	215	176	115	184
12573	68	29	42	61	77	47	70
49465	5	9	26	36	13	20	14
95609	148	240	257	341	236	145	403
45082	281	383	400	166	221	231	352
37593	124	132	89	77	93	91	137
61681	55	43	22	31	43	34	25
44515	391	709	937	491	694	785	647
13630	20331	19428	13657	15371	22303	20998	26578
89632	87	121	30	68	78	75	83
93059	193	318	358	381	302	423	224
100654	362	244	301	391	274	188	304
81995	0	0	0	4	0	0	0
26484	235	215	216	158	185	203	124
99354	17	34	59	28	39	27	43
88828	1695	2650	2796	2695	1833	2933	2420
72643	165	83	36	67	36	112	126
66031	28	41	37	34	25	29	58
16537	84	113	108	111	94	96	90
39402	258	161	332	223	344	203	203
26702	50	58	65	56	45	49	61
20660	86	89	184	89	107	288	119
33238	8	16	22	10	19	5	8
56821	70	117	59	146	148	93	107
71154	614	915	2154	1714	1518	1336	892
74830	10528	8616	11341	8236	5367	8579	7758
89363	335	549	723	370	1228	614	626
57241	149	291	135	248	192	257	127
50884	1413	2540	1661	1830	2612	979	2953
58617	1024	931	1083	1044	1618	1060	1428
63855	6748	4973	4088	6746	4722	6277	4555
35154	1623	1332	1146	1105	1074	1049	1928
54710	113	99	113	133	112	100	204
17273	212	310	237	184	175	85	299
27928	153	265	158	153	283	218	220
23067	248	323	95	332	325	467	139
27203	278	306	211	317	224	221	382
89861	37	44	34	29	13	36	37
75806	1	2	0	2	4	3	1
30072	49	49	34	29	58	23	36
62493	0	3	0	1	2	3	6
45631	221	109	203	142	125	113	199
23939	163	143	258	118	169	170	186
15656	2	5	2	4	7	4	4
99646	665	423	759	734	733	653	515
66250	924	842	662	881	906	645	788
51027	158	161	207	241	138	251	128
99072	4499	4482	5694	5458	4221	4016	5778
29114	8719	6577	5513	5440	6430	7194	5955
87840	15	21	9	13	9	10	16
68881	2073	1649	1677	1300	1199	1293	775
50986	261	380	184	220	376	217	279
92301	461	891	1259	867	475	506	1102
32582	518	1354	943	887	836	932	346
21802	48	33	57	39	38	24	49
91025	65	50	30	48	27	45	43
46708	35	56	44	20	32	35	50
61526	66	42	28	25	69	59	18
94979	132	52	191	76	148	130	227
97381	8	8	4	4	2	3	17
86032	13	17	9	9	28	18	15
80149	663	374	377	544	428	398	567
15743	88	269	294	190	177	290	309
49061	339	349	248	358	150	418	285
12182	1	6	8	3	3	2	2
46659	36	28	21	15	33	40	33
19549	46	52	51	18	42	27	33
41366	212	171	203	177	206	159	161
32777	59	29	52	46	35	48	52
90636	1509	811	1003	815	1298	1329	864
32729	116	202	160	153	267	178	141
73477	167	154	175	109	218	127	110
34761	111	154	93	232	127	122	163
66094	514	764	429	654	1398	459	476
75191	39	85	82	65	56	58	44
37064	1160	1535	741	1431	1292	2248	1454
32918	462	335	381	612	450	562	299
63082	245	105	130	182	369	301	230
92176	178	112	92	87	118	126	256
29595	489	344	739	519	412	546	174
62976	912	1226	1069	1595	1661	1228	1477
23972	1535	952	1320	1015	1045	1954	976
81446	266	241	383	487	186	358	428
34300	1779	991	1441	560	853	895	994
21730	210	139	201	161	183	174	161
56889	1910	2348	3043	1468	1552	1904	1337
76358	120	128	210	180	179	73	130
23539	6	2	1	2	0	3	2
14870	2484	1887	2431	1861	1674	3308	1609
56871	339	98	181	160	254	185	164
45432	8	9	17	13	21	21	15
51648	80	97	96	84	88	112	177
24919	19	33	20	39	14	23	21
54115	13122	5365	12556	8480	5056	8917	4051
50756	459	678	433	348	293	424	355
58276	2	4	5	15	5	7	3
88470	594	704	427	597	444	449	367
73468	70	113	242	119	141	151	144
20805	7360	4541	5714	9447	5936	6096	6950
87914	18	18	19	16	15	16	14
32128	1	1	4	4	2	3	0
37957	132	85	177	65	232	170	142
94835	70	33	73	75	146	26	48
74314	79	146	143	133	185	118	146
42870	2	1	1	1	0	2	5
22839	378	410	502	246	285	421	180
54827	4187	4052	4139	4219	2508	5572	5318
22938	4	3	6	3	4	6	2
88367	1793	1065	1858	2139	1870	1213	1199
95974	78	82	29	16	42	24	34
21146	14283	22560	16582	10579	14832	16464	16789
74944	213	397	403	404	361	543	276
77734	105	163	148	144	69	105	130
18672	1222	1212	763	2051	1420	1377	1406
96558	420	440	736	362	311	516	781
95618	61	106	28	33	37	50	34
58921	923	562	395	609	297	407	602
35233	28	75	44	87	44	56	50
38137	6	3	6	6	6	6	8
20614	7494	13070	5281	16639	11008	9814	8166
39183	99	51	80	58	109	42	72
83073	53	41	27	52	68	30	96
83551	300	134	232	463	374	282	224
74725	14	14	13	10	7	11	11
34876	9	5	14	16	4	22	8
85453	57	75	46	46	40	32	39
58316	54	83	94	74	73	63	39
53914	173	111	226	234	201	196	327
33833	1173	1600	1763	1338	2264	1271	1983
98615	49	123	117	67	199	97	139
42357	247	766	992	1153	966	915	704
44909	365	714	382	508	251	421	440
83758	12	26	26	16	13	25	19
80755	297	482	314	704	541	310	432
41750	14	25	35	23	14	27	29
82087	1158	1047	1797	2420	1215	1472	870
41858	456	273	359	384	212	347	378
54764	175	117	162	164	160	174	213
23285	7	9	13	12	7	6	12
99803	138	284	117	155	269	233	161
56683	36	15	23	48	47	40	29
41760	472	1339	571	538	581	618	567
40975	124	153	114	95	100	125	148
67672	25	30	28	38	33	63	36
98940	944	1098	1045	906	1037	590	577
13019	663	528	851	800	565	644	567
87501	62	32	32	36	29	39	47
68096	527	1718	1539	1021	1564	1501	1348
31167	82	31	88	39	64	78	75
39956	87	79	113	40	125	122	127
95855	218	213	289	202	160	302	213
46834	26	66	24	34	38	48	41
25887	99	74	60	44	90	108	71
69227	80	109	94	88	144	116	103
48481	3375	6121	3390	2542	2957	4743	1837
81989	4391	3299	2498	2535	2804	4021	3651
69070	49	108	42	81	125	84	84
55129	3446	6217	3162	3859	5133	4305	5812
90954	106	118	125	102	250	86	128
75591	388	159	326	315	369	389	380
15423	991	951	856	703	1163	1616	1446
36515	223	237	254	245	242	327	403
69355	32988	19576	15231	17228	19350	27084	24432
44817	280	315	191	152	268	235	413
44552	14	16	16	11	7	13	12
53687	1834	1759	1791	2472	3662	3541	2717
80613	99	107	65	55	83	57	75
64082	97	93	59	113	83	72	53
71615	1	1	0	0	0	0	1
13859	581	2039	1109	1211	1037	927	1252
35909	600	560	591	954	479	401	727
68085	542	651	857	896	870	461	865
20975	851	2762	1718	1153	1814	2088	1982
81785	4352	3365	4700	4253	1861	3734	2836
67278	107	366	313	314	132	271	300
38830	895	1501	772	657	1117	1313	1766
34667	56	39	41	25	40	38	29
82992	56	33	82	88	54	58	121
100125	1317	1505	929	1186	884	1177	1742
70143	375	102	374	396	396	351	289
29879	2	11	13	11	8	5	15
13046	138	248	329	197	225	173	285
98623	82	119	86	134	143	82	79
56172	33	19	19	32	32	12	17
48206	428	731	597	934	579	644	668
56306	130	45	44	81	50	79	41
74259	12	6	5	9	8	4	9
43637	21	8	7	23	16	32	13
82243	9753	6961	3186	4718	4203	7006	4757
86504	9	10	9	6	3	6	10
48992	223	189	282	297	214	356	171
37357	457	622	916	531	671	621	247
43161	906	471	626	379	504	524	445
40247	12	9	24	6	15	18	5
25216	100	33	73	54	77	80	58
97675	246	373	153	122	205	199	101
97053	768	991	489	618	868	711	615
41139	28	99	104	118	76	37	48
66457	18	29	15	10	10	23	12
84955	1452	845	590	546	1219	1646	1207
77322	859	2220	1475	1464	850	1344	838
43202	254	272	445	349	584	388	313
41470	52	51	40	46	37	52	37
24743	353	214	213	315	369	263	395
30735	155	275	207	175	119	139	301
74649	1173	868	1829	453	551	1481	685
70078	8	7	21	15	18	11	11
32886	340	335	350	309	174	165	181
26136	105	79	136	88	243	51	97
54163	13	18	26	28	23	17	26
86846	119	223	232	283	403	180	334
72295	153	218	222	63	170	163	202
69213	126	62	103	85	59	25	55
80828	287	305	296	400	635	408	186
85244	11	6	8	8	13	4	15
84129	143	172	208	134	73	96	171
47713	319	370	409	241	434	465	370
38117	284	140	126	290	532	163	352
44155	1308	998	777	1098	1088	1865	1588
58526	20	17	38	13	29	9	10
21854	9	11	12	7	7	4	10
37946	168	192	378	136	223	195	310
55874	233	318	581	521	415	307	473
62096	6262	8593	9013	9311	7738	11452	15179
70278	425	404	635	487	400	554	467
19431	17	32	11	20	30	21	15
85391	1207	399	933	457	509	1509	1045
49559	24	19	39	34	44	26	16
88754	11	17	11	12	9	5	3
46650	39006	35178	33952	26561	23988	24804	24280
89942	488	273	393	315	356	161	222
87631	386	623	589	440	271	739	537
49691	451	1045	411	561	1061	1226	664
99929	4574	5113	4476	4377	5825	6936	6857
45386	403	460	220	114	330	130	214
80882	2704	2275	1841	1651	1905	1427	2204
43929	16	23	9	22	20	11	15
46873	3	2	1	8	12	10	6
48978	1942	2499	3459	3046	1896	2265	2346
14453	1253	2444	4058	3963	2698	2741	3535
42502	374	182	248	560	359	796	345
19814	299	134	264	127	361	283	297
12833	95	196	161	456	200	208	296
81593	37	52	37	25	27	25	30
51062	2662	3934	2558	6255	3308	1786	2020
89656	682	595	479	397	498	259	414
92174	666	406	434	557	288	224	363
55150	296	321	311	383	383	239	444
85509	1287	608	994	726	1039	1235	1106
53237	395	514	496	714	525	269	391
93566	792	575	398	747	659	636	732
57122	17	8	16	14	10	18	18
88657	429	401	483	261	472	617	281
72683	12751	11797	19825	6677	8583	12122	4896
17101	36	60	46	62	66	60	46
34173	175	137	157	72	146	79	88
81549	971	827	830	896	1107	819	661
99531	520	792	1104	1268	886	1848	839
94956	638	473	388	607	444	627	379
76505	6	9	3	4	6	7	8
44784	299	259	442	430	200	259	457
86762	11	16	16	15	21	6	30
57559	21	33	50	22	21	41	25
26560	676	438	428	372	429	548	401
34786	110	106	104	128	137	107	106
71519	608	967	761	710	1001	846	630
42944	41667	20751	55596	38812	73702	40617	72579
53095	545	508	566	678	839	548	489
58296	475	841	442	378	587	652	989
45925	8	27	27	14	11	25	17
20585	29	28	57	65	12	69	35
77699	25	15	13	30	13	25	22
74607	46	69	34	70	60	53	54
22421	12	13	25	19	24	17	14
92560	35	44	43	37	35	31	33
15681	75	115	176	70	86	101	132
27535	19	24	21	18	18	27	17
42243	6	3	10	5	15	15	14
38548	5	12	7	11	13	14	9
12095	203	350	238	346	347	417	606
30262	169	202	252	151	62	135	101
100608	614	1962	1071	1298	1523	944	891
87193	1505	1149	1264	795	1656	1577	559
46742	86	97	132	79	87	43	87
32338	586	659	574	851	632	622	591
35460	7	15	7	9	4	10	7
35584	20783	9503	12016	9617	12803	12391	13025
75258	1738	2830	1683	4026	2544	3772	3099
100457	85	125	228	262	273	109	180
73533	15	21	13	16	15	6	7
21019	298	738	230	272	332	510	176
22732	5	3	0	2	9	3	3
27860	28	31	36	46	33	36	36
89581	623	1144	2239	1819	1193	1206	1611
55674	151	100	121	102	164	132	183
13075	39	74	35	61	45	45	106
31537	1398	1300	880	1523	2994	2962	2072
81649	13	48	42	105	60	35	34
68448	298	154	450	221	360	324	177
29451	31	36	71	102	79	66	43
34198	26	36	39	47	31	39	24
47666	294	468	627	367	207	678	474
17209	14	22	27	18	40	21	17
76823	7006	9790	6586	3860	9733	8567	8034
31716	57	101	74	116	137	55	96
77484	11115	16961	21637	18686	15827	12479	25391
87817	21	14	13	9	16	21	11
53004	435	525	414	256	872	395	578
97277	16	11	4	12	11	9	17
49398	18	12	6	9	14	5	7
72601	138	125	282	166	333	197	207
41181	364	591	543	363	801	579	306
39378	6	26	16	6	13	6	15
99653	2408	2317	1228	1075	2048	1368	1663
99174	17	23	40	43	42	18	52
11725	174	450	252	379	342	445	477
53843	244	311	332	389	428	212	232
77202	630	642	462	645	531	547	597
67383	4	2	8	5	6	3	6
55076	4520	4688	3860	1721	4836	5510	2970
52393	581	608	621	223	357	1078	609
86459	53	72	93	59	81	48	22
36641	16	19	13	19	15	25	34
34230	3	8	4	7	2	5	4
12757	11	12	9	13	20	9	14
55475	476	274	555	571	335	565	487
61484	129	245	127	236	181	300	249
39504	10	11	15	20	6	23	11
92864	62	49	66	42	53	64	72
50649	4652	2172	4509	2305	2023	2721	4394
62268	81	78	54	114	64	34	50
79134	77	75	54	37	27	45	41
48046	1996	5009	6995	2356	4195	5590	3794
97428	290	276	304	333	320	497	601
64911	163	93	230	172	96	196	175
54040	35	73	141	105	66	135	40
88339	10	4	3	9	14	17	3
75428	20	34	8	43	39	31	54
59814	48	51	44	67	57	59	55
64894	83	44	130	70	68	103	113
11827	412	274	295	374	305	299	163
85002	330	415	401	280	179	653	520
94743	127	262	161	198	180	173	147
89128	309	187	249	330	171	151	253
26903	18	10	15	20	19	26	20
51912	2	1	5	1	1	3	2
23058	63	43	95	38	67	18	27
88386	21	21	19	33	26	16	22
55464	28	47	64	30	26	25	41
19451	131	192	135	287	169	299	196
20145	22	14	19	9	13	27	6
21423	15	19	7	24	15	13	20
34251	112	157	170	178	162	193	135
38588	166	196	146	256	146	106	195
76300	42	24	47	33	32	40	44
63955	445	449	412	526	319	717	417
69872	62	88	90	123	165	139	111
27014	32	17	28	21	20	23	9
91930	166	242	181	161	253	103	220
99587	5869	13881	19308	15296	10527	12281	12177
37969	23	18	57	42	22	38	52
91128	1252	1480	2160	1082	1038	1076	1237
89955	2199	1603	2323	1886	3330	2952	3818
63069	2035	4213	2979	1979	1417	1856	1876
98188	32	72	38	35	67	66	95
28261	8275	15537	9440	7905	4476	13987	6754
91939	75	265	214	146	214	164	261
68367	63	118	75	67	128	49	57
23694	75	52	72	144	81	101	172
52987	329	712	521	273	683	337	413
21224	82	200	114	248	185	128	249
62073	110	72	144	180	128	107	95
30542	2414	1607	1976	2967	1464	2063	2147
85883	20	91	59	57	64	99	49
94453	7	31	10	15	12	14	29
36345	527	438	512	691	437	1399	761
96202	892	912	563	783	607	686	701
24448	1406	916	1701	1556	2490	1256	1652
76294	26	15	13	17	14	14	8
82637	2212	1031	1169	1148	827	1055	2005
90583	417	827	339	513	336	535	225
84232	3608	8910	4519	7528	5913	5635	10942
93725	20	15	10	9	14	8	18
37675	137	124	238	304	226	326	306
71442	126	245	217	239	304	184	217
51278	4	5	11	3	6	5	7
39975	48	39	27	46	34	51	59
28343	1539	1849	840	1696	1869	2343	1769
22526	61	46	67	68	55	48	54
32719	36	78	75	101	92	54	76
77845	1386	1072	639	617	891	1082	864
60781	648	825	1614	1593	1319	663	1183
67514	791	1340	1179	808	1136	875	1101
78045	42	34	35	48	17	38	60
72822	187	77	113	205	118	188	64
82038	1750	1306	1540	1383	671	1115	1630
73224	30	63	48	29	53	24	14
38655	27	93	99	55	87	76	63
45556	552	1614	1779	2933	1838	1226	1069
78340	5331	4600	2952	2839	2421	3859	2673
46463	11	28	19	23	20	22	21
85515	1	0	1	1	1	0	0
91223	14	11	7	5	9	12	10
34625	20	24	21	19	15	11	18
36728	156	95	126	298	72	96	89
16226	558	575	559	217	599	787	718
96516	86	151	123	141	68	63	96
24634	20	65	29	36	55	50	51
58134	96	374	475	315	349	319	430
88369	17	20	29	20	14	25	12
72676	135	82	118	139	121	232	235
80445	54	96	46	68	74	104	46
100620	15813	17712	30677	29272	35310	26992	47543
35734	711	719	1283	988	1123	563	691
75753	21	35	19	33	37	17	37
95432	15	36	34	15	21	14	15
50593	43	161	167	182	87	178	102
93521	4	3	12	7	11	5	5
90864	21	38	28	11	38	36	50
28364	34	19	26	34	45	37	30
26944	1019	1165	1077	819	613	1068	1234
19834	108	40	55	68	73	79	48
64811	21	30	40	55	62	31	23
81796	8	7	12	4	7	11	18
81116	18	11	12	11	15	24	13
86651	88	140	114	141	287	153	134
77115	106	172	207	296	226	147	243
54736	1530	2943	3605	3159	2381	2946	1094
83855	37	47	53	25	53	37	36
18491	1153	1106	855	944	1476	997	2246
45132	245	530	377	387	632	721	743
80629	133	186	160	105	120	165	140
79470	5	5	2	5	2	0	3
31748	11	7	21	15	14	18	10
58903	796	1321	562	489	748	659	506
88910	1821	2791	3543	2214	1551	1670	3316
95888	161	345	151	135	218	251	225
95009	816	1312	449	910	975	978	430
47582	35	61	87	112	161	112	63
26228	105	85	56	87	79	88	89
81992	44	29	48	36	36	21	70
57950	1338	1139	1214	958	922	1103	1065
60722	223	258	285	137	286	359	332
89647	119	120	101	50	81	52	101
88194	50	37	45	83	60	106	51
67759	368	750	770	490	581	550	500
54185	338	598	675	706	585	846	992
94539	18	26	26	30	9	10	27
14243	4057	4504	4317	5125	5091	6836	6813
47717	258	201	228	178	298	274	217
14838	129	159	144	84	161	173	66
12509	3244	3406	5111	1547	5047	3436	3780
80890	998	1348	1644	1844	1074	1569	1379
13694	142	156	58	51	72	128	122
79590	455	381	405	288	634	268	367
18115	18	27	19	48	44	13	48
58509	36	37	39	50	56	41	26
46563	1	3	3	1	2	1	4
87948	2742	1595	1323	989	1370	2215	2731
45939	4	4	5	2	2	3	2
89689	733	424	368	859	689	701	710
85487	32	42	23	24	23	34	24
21623	17	25	13	23	26	17	19
14129	49	123	131	146	152	61	76
40262	244	229	329	386	243	430	284
17819	296	1178	1459	1164	608	996	1464
82910	5567	13711	11220	10283	14213	11378	11867
86672	227	192	235	314	293	165	242
20653	365	987	1070	1095	951	836	890
50271	32	66	51	48	64	30	63
33482	749	493	276	586	1237	796	500
85115	220	199	345	232	249	189	235
53011	75	142	115	68	113	81	172
92743	140	150	111	100	124	82	134
32963	124	105	184	79	257	135	213
100008	322	278	162	252	228	234	257
34937	248	431	552	418	470	320	256
30062	58	44	76	70	49	41	68
100936	36	42	12	30	42	32	23
89364	730	1227	565	619	767	433	660
70261	5	6	4	3	1	4	3
57777	24	34	54	33	47	44	19
100753	3884	7787	6170	7049	8097	5837	3943
70152	1	3	0	2	1	0	1
65804	46	31	44	32	35	57	26
92032	984	366	456	451	461	720	397
59735	9	9	6	7	7	16	4
77205	25215	25047	18059	30454	29681	38121	24433
54561	1	2	4	2	0	1	1
47826	1942	4364	3432	3573	2857	2584	3188
28092	4435	10544	10254	5810	2896	5413	8301
66559	1241	807	1184	1003	992	793	933
85286	75	78	46	162	87	90	131
30503	233	271	228	332	203	255	577
31973	26	39	21	26	17	16	12
100909	1075	535	1324	652	1107	640	783
32291	23	11	21	18	20	13	17
91413	130	186	271	152	197	118	85
63562	1001	1052	1472	1298	1398	1268	918
60069	17	12	14	14	20	8	30
65669	25	54	53	103	81	130	81
77621	176	193	210	157	225	355	174
85264	6	8	17	21	4	7	17
54933	1640	3203	3905	2618	2531	5681	4517
31518	257	315	155	313	296	337	228
43130	8	8	3	12	10	12	9
57549	127	80	170	125	155	178	116
54055	59	59	71	112	85	77	77
61610	29	107	26	28	59	37	40
43290	316	264	93	252	94	98	235
65816	28	47	33	38	40	36	46
46810	1243	1382	711	759	897	1367	1132
61254	53	40	40	28	45	27	44
76389	799	1718	2884	3218	1507	2999	2324
60402	159	180	141	62	109	164	144
32550	731	1150	804	1121	701	1179	473
62298	38	83	40	60	31	46	35
39302	95	55	33	83	82	88	39
46465	9	17	23	11	15	9	23
44685	821	331	321	606	538	288	517
88579	1625	1146	1458	493	1240	728	629
64828	9834	6197	6381	10651	14360	7786	5610
94094	2205	1140	1856	1738	1278	2252	2776
50726	265	358	472	445	299	329	272
77026	99	86	68	114	93	109	104
60077	294	348	547	526	385	316	400
33768	116	94	175	199	149	121	150
41276	3043	3052	2775	5189	3369	3257	3316
82153	1098	1740	874	941	1075	903	1253
17942	13	39	32	32	38	29	25
66855	63	49	37	27	58	37	21
69740	1856	3097	1828	1959	2013	3045	2492
93416	200	514	754	549	729	444	953
22724	94	86	48	125	53	49	149
45307	1951	2436	2970	1523	1769	1811	1642
35319	76	60	163	104	37	56	36
96375	123	59	173	142	167	56	103
72101	43	136	59	93	48	61	41
14331	3	2	4	1	3	3	1
35504	1132	1290	1680	635	1059	1071	541
83202	17	6	18	16	7	24	25
73391	55	46	87	36	68	31	33
24481	33	39	46	35	44	66	31
68235	492	820	280	479	577	490	330
41216	89	163	135	75	158	111	182
58682	187	196	184	215	125	191	117
73670	3	6	6	3	3	5	9
83006	136	148	132	133	68	96	142
90965	4	2	11	2	12	3	6
84069	267	300	215	234	439	287	368
31057	296	738	605	360	680	804	433
13511	190	258	303	128	169	94	192
58697	10791	19997	7438	9199	12469	8898	6677
77039	420	476	507	371	621	466	350
60031	361	420	600	422	238	699	425
93437	282	190	144	251	251	123	282
88183	72	92	90	37	116	63	99
79090	1068	896	1418	769	1019	1989	1285
74973	1406	963	773	1615	1975	1281	1376
43801	8	39	24	17	23	14	22
92464	1582	1621	1606	874	1129	1518	1134
35923	334	783	1089	1214	661	914	944
41015	1335	862	824	1590	670	1358	1135
93512	556	260	339	455	397	366	783
31361	18	5	12	19	13	25	6
60098	13	18	27	27	13	21	11
64061	2643	7247	3303	5327	7041	6501	6632
63865	244	299	379	263	188	282	207
63758	9	7	7	15	14	8	12
62799	499	550	385	124	255	152	254
53315	99	132	109	43	49	59	57
31012	5	4	5	1	4	5	7
40269	3	1	0	1	2	0	3
58323	1	5	8	9	7	5	5
18607	187	166	302	241	269	345	276
42941	110	146	95	238	186	78	79
19704	102	137	62	106	89	102	75
63895	346	370	242	131	404	264	214
56415	516	757	431	437	553	291	324
94902	5	4	4	5	2	1	2
39596	82	84	75	55	129	64	97
24939	30	41	29	21	18	26	30
44071	20	22	28	35	21	23	25
98070	77	77	25	61	32	65	72
68558	134	177	109	129	126	140	130
62809	128	178	78	41	63	64	120
63042	5	15	12	12	9	14	3
30867	35	79	39	69	40	29	56
50225	5446	8573	9239	7188	7000	10051	7393
53732	17	19	44	27	18	20	19
71644	2	1	3	7	5	0	4
42234	229	360	510	145	303	236	324
65430	440	1138	815	762	1211	843	784
19396	367	589	273	404	332	413	410
52946	19	14	31	15	20	8	14
25688	1687	1113	879	1709	792	1242	1216
73936	22	35	48	47	29	38	22
64977	8	7	15	20	11	17	14
70691	43	49	40	7	78	44	59
33624	132	143	131	136	205	171	65
97337	732	1050	698	344	415	793	828
11306	685	1484	1059	977	1118	1240	1001
23739	180	126	120	105	173	187	118
56274	991	1156	970	562	1084	1173	2400
57379	293	139	157	164	322	98	208
32390	2223	568	637	980	972	995	988
79311	11	9	2	12	14	5	9
55066	9	9	2	1	1	8	8
85233	707	988	726	782	637	639	570
83519	6	11	12	8	8	4	11
51248	131	88	115	82	51	86	96
72478	159	346	299	176	303	151	336
47404	82	54	30	48	24	73	41
20745	59	47	86	60	95	100	45
89894	1872	4241	2022	1328	2893	2776	2552
96605	0	0	1	1	4	1	0
21566	1077	779	821	826	1168	517	1067
68843	11182	5797	13723	20249	14482	14771	14273
45214	150	151	254	179	156	144	236
42372	153	136	155	62	136	145	110
62980	780	566	523	681	997	522	411
67341	4047	4905	3139	9590	6324	5715	5865
22367	13	15	8	14	16	10	13
65409	88	251	126	238	129	295	265
33581	104	86	95	84	183	116	79
76798	498	381	725	690	650	371	495
61330	253	132	282	202	180	241	259
92415	456	641	648	419	662	277	870
16606	53	83	64	71	76	74	55
64934	189	105	185	211	180	221	158
85198	68	36	42	41	59	31	25
75518	82	125	98	80	61	67	128
82580	133	199	143	153	73	37	181
63861	93	192	56	104	174	158	191
55090	17	41	18	38	52	25	32
15245	3431	4287	5458	2399	3358	3266	2363
70725	66	237	215	168	193	371	157
54964	10	10	6	6	17	11	4
17694	1191	2937	2693	3184	3537	3364	5191
80189	24	27	34	37	21	24	32
67863	500	748	571	350	337	533	348
101196	124	79	163	149	86	107	61
70053	312	105	245	153	224	341	146
86187	176	144	276	262	190	201	193
