gene_id	GSM1275862_untreated	GSM1275862_dex	GSM1275863_dex	GSM1275870_dex	GSM1275871_dex
ENSG00000236195	65	43	34	54	77
ENSG00000201556	23	22	15	11	11
ENSG00000102406	121	143	128	122	105
ENSG00000138472	1272	948	1043	653	501
ENSG00000114331	95	58	157	189	113
ENSG00000125898	3193	1891	834	719	1926
ENSG00000198864	90	34	41	50	121
ENSG00000219845	27	29	25	33	7
ENSG00000113162	118	129	99	124	174
ENSG00000153582	20	27	19	20	21
ENSG00000211774	11	16	4	3	7
ENSG00000142226	584	278	375	588	464
ENSG00000239313	1761	805	1055	739	949
ENSG00000176635	4447	3027	4935	2973	4058
ENSG00000241114	6	0	2	3	2
ENSG00000206869	1499	1381	826	812	910
ENSG00000133958	404	485	439	656	360
ENSG00000184272	117	261	183	163	174
ENSG00000143275	651	402	451	336	317
ENSG00000238688	618	644	522	869	398
ENSG00000167151	271	380	362	321	468
ENSG00000200314	387	380	264	559	363
ENSG00000125961	224	73	63	125	128
ENSG00000145679	3226	2239	7695	3192	5747
ENSG00000224946	67	162	119	143	211
ENSG00000115305	1432	1335	1603	851	1184
ENSG00000110033	204	57	36	73	41
ENSG00000111422	153	157	196	184	140
ENSG00000246144	124	85	125	123	176
ENSG00000247892	100	158	321	155	318
ENSG00000217238	2253	2751	932	910	2328
ENSG00000121694	8	14	12	7	7
ENSG00000147022	1640	2494	1694	1692	1402
ENSG00000234636	50	46	34	41	35
ENSG00000239657	9912	10651	13927	14948	7014
ENSG00000124946	20	24	21	35	21
ENSG00000133766	252	262	223	122	247
ENSG00000237377	663	598	743	747	407
ENSG00000168097	4	5	2	6	7
ENSG00000147257	258	198	77	110	118
ENSG00000243578	135	210	166	120	226
ENSG00000123116	169	235	315	313	287
ENSG00000154725	116	68	126	92	119
ENSG00000215617	28	24	8	27	17
ENSG00000187071	8	6	2	5	6
ENSG00000228228	44	26	80	34	17
ENSG00000124599	59	66	49	46	54
ENSG00000174267	68	49	68	89	41
ENSG00000165686	954	878	652	376	476
ENSG00000228884	209	202	197	271	218
ENSG00000189774	6	8	3	6	6
ENSG00000108133	25	24	24	23	39
ENSG00000165109	733	1284	1210	670	1417
ENSG00000173821	1039	681	871	827	864
ENSG00000155892	112	203	304	203	151
ENSG00000238242	100	55	135	70	63
ENSG00000226348	1348	1413	917	1810	898
ENSG00000123130	36	34	17	31	32
ENSG00000161795	49	27	34	43	25
ENSG00000124462	913	1574	2242	824	1595
ENSG00000139757	6	2	3	2	4
ENSG00000236707	1822	1112	1079	967	1255
ENSG00000202849	84	73	60	77	46
ENSG00000165958	319	391	495	460	491
ENSG00000242307	81	54	74	50	53
ENSG00000241508	4	7	0	6	4
ENSG00000203145	1072	344	344	313	391
ENSG00000178730	25	33	39	34	30
ENSG00000197746	135	93	122	138	121
ENSG00000104698	521	388	489	329	343
ENSG00000178328	225	400	203	203	160
ENSG00000214961	155	181	128	197	118
ENSG00000140444	358	480	386	782	679
ENSG00000146828	7	16	7	12	6
ENSG00000193632	7067	9577	14056	7444	14775
ENSG00000133356	7	9	3	12	7
ENSG00000205108	101	153	83	42	133
ENSG00000111260	130	91	121	210	151
ENSG00000212665	58	37	51	51	26
ENSG00000228764	929	901	423	597	935
ENSG00000143281	163	45	62	59	30
ENSG00000232047	181	225	94	135	121
ENSG00000153250	45504	37679	27153	31466	32070
ENSG00000146519	100	77	103	53	46
ENSG00000211324	19334	34370	11493	21689	12655
ENSG00000129365	7	10	8	5	9
ENSG00000122319	455	829	427	743	466
ENSG00000199343	163	333	187	184	225
ENSG00000165648	297	464	780	907	653
ENSG00000200960	5	2	1	0	1
ENSG00000120672	1	8	2	1	1
ENSG00000223755	475	743	408	629	640
ENSG00000226936	507	962	764	687	1077
ENSG00000193578	518	628	671	723	398
ENSG00000209083	36	94	106	57	33
ENSG00000112847	381	316	420	408	296
ENSG00000129080	341	221	554	315	341
ENSG00000202616	61	59	49	52	38
ENSG00000176806	6875	5016	8086	7060	8208
ENSG00000201440	112	71	157	99	57
ENSG00000203758	68	76	24	63	31
ENSG00000186255	371	291	288	158	354
ENSG00000232976	82	137	69	63	50
ENSG00000101476	501	459	124	122	227
ENSG00000153421	14	36	29	26	8
ENSG00000237000	26	48	29	23	45
ENSG00000176732	55	53	61	24	41
ENSG00000101700	1452	1106	978	2041	1129
ENSG00000221832	124	105	80	99	107
ENSG00000229674	3602	3920	4597	2676	4753
ENSG00000215916	3609	1896	3599	3240	2128
ENSG00000236371	34	121	39	63	69
ENSG00000192195	43	56	36	80	29
ENSG00000163924	2402	2328	1745	712	1713
ENSG00000123860	16	72	145	140	88
ENSG00000217397	47	103	71	51	66
ENSG00000133834	8289	5711	7856	5656	8534
ENSG00000142848	1898	2108	788	3176	1591
ENSG00000228252	472	428	690	441	644
ENSG00000119226	6	3	2	3	1
ENSG00000122696	226	308	151	133	206
ENSG00000114541	2	6	4	6	5
ENSG00000238296	349	241	363	351	152
ENSG00000248791	431	371	291	224	429
ENSG00000162194	17241	7111	4483	8954	4750
ENSG00000235701	13	8	6	12	6
ENSG00000211356	327	244	201	170	185
ENSG00000144272	222	358	431	277	239
ENSG00000177891	465	435	533	314	485
ENSG00000247367	698	560	395	499	637
ENSG00000213659	881	1158	1730	1570	2206
ENSG00000136433	527	470	286	452	231
ENSG00000130519	49	93	62	74	71
ENSG00000202778	134	167	105	80	77
ENSG00000188323	1968	2265	1599	486	2573
ENSG00000136811	137	83	104	43	64
ENSG00000245328	0	1	2	8	1
ENSG00000207295	11	9	6	6	2
ENSG00000138880	21	25	19	12	10
ENSG00000216481	17	11	6	14	18
ENSG00000177069	248	350	279	337	326
ENSG00000206050	175	428	291	227	199
ENSG00000165215	2	3	5	4	2
ENSG00000125965	28	21	20	25	30
ENSG00000207239	410	207	374	475	526
ENSG00000215851	311	563	742	442	333
ENSG00000182887	80	149	157	145	66
ENSG00000230678	10482	15023	5723	9345	8179
ENSG00000176986	69	12	45	40	25
ENSG00000151630	1986	1244	1382	1752	1082
ENSG00000249542	313	293	448	391	348
ENSG00000206852	3	4	0	5	1
ENSG00000125651	12	27	12	20	30
ENSG00000242159	239	183	128	276	105
ENSG00000178614	21	33	27	30	23
ENSG00000145364	45	40	84	84	70
ENSG00000132419	95	67	71	185	50
ENSG00000129825	197	192	195	312	220
ENSG00000100488	49	101	56	46	102
ENSG00000137038	374	406	346	514	601
ENSG00000125546	102	143	116	99	120
ENSG00000214325	23	15	17	14	11
ENSG00000193370	55	45	78	38	81
ENSG00000190694	16	7	17	9	12
ENSG00000162419	430	792	417	704	405
ENSG00000236451	16	4	9	9	10
ENSG00000235115	20	26	41	28	56
ENSG00000175424	90	89	42	68	38
ENSG00000127399	332	623	576	438	329
ENSG00000218989	2673	1797	2027	2523	5185
ENSG00000122758	12	19	10	15	7
ENSG00000210026	142	39	81	66	46
ENSG00000180752	39	85	60	45	76
ENSG00000105170	21	23	49	27	34
ENSG00000145579	6	4	3	7	1
ENSG00000158626	266	155	111	110	205
ENSG00000237225	0	1	4	6	2
ENSG00000112664	1696	2452	1594	3052	2418
ENSG00000117656	752	951	428	1365	1013
ENSG00000111872	1625	1035	2164	1052	1182
ENSG00000118763	3844	6435	7349	3609	7518
ENSG00000220174	84	71	109	170	132
ENSG00000113025	77	62	35	59	31
ENSG00000202523	3	4	4	2	3
ENSG00000105605	1661	2250	1119	2679	869
ENSG00000148826	711	920	431	476	597
ENSG00000116493	59	82	61	72	83
ENSG00000249453	18	21	16	17	18
ENSG00000132268	395	252	193	224	213
ENSG00000148504	313	190	257	344	167
ENSG00000224295	11	8	22	12	4
ENSG00000135236	1429	1692	1763	3418	2990
ENSG00000132696	78	41	67	40	49
ENSG00000104811	317	700	328	284	434
ENSG00000216737	5	2	2	4	4
ENSG00000230380	13	28	14	22	6
ENSG00000149038	182	214	304	137	127
ENSG00000172577	17	11	18	18	4
ENSG00000243738	3750	3053	3888	4438	3818
ENSG00000139853	1	1	2	2	1
ENSG00000121466	39	42	19	37	48
ENSG00000114715	1	1	1	0	6
ENSG00000234975	45	66	50	32	55
ENSG00000249951	3877	1102	1343	1029	1516
ENSG00000122512	249	168	169	214	216
ENSG00000131992	48	65	73	44	51
ENSG00000191528	1540	1190	1380	1253	1477
ENSG00000168592	4	6	7	10	5
ENSG00000208912	18	10	3	10	17
ENSG00000234944	0	6	6	7	4
ENSG00000114278	1212	889	934	1051	639
ENSG00000212263	9	11	3	4	3
ENSG00000155635	1332	1320	1256	2874	2156
ENSG00000141012	21	20	33	15	35
ENSG00000229697	75	33	61	60	47
ENSG00000219239	24	37	57	67	64
ENSG00000210521	714	434	533	535	559
ENSG00000180924	63	35	39	52	42
ENSG00000123975	56	93	27	58	40
ENSG00000141306	73	64	62	24	26
ENSG00000217556	91	41	81	77	69
ENSG00000206933	17	10	23	21	33
ENSG00000117299	120	138	144	211	98
ENSG00000127839	13	11	11	15	8
ENSG00000206184	469	296	296	321	481
ENSG00000177378	59	31	20	36	54
ENSG00000186939	1616	1171	2338	1782	2597
ENSG00000169353	9	13	7	2	12
ENSG00000194049	164	126	165	79	309
ENSG00000162687	105	128	122	102	60
ENSG00000128263	8376	4066	3275	6940	3642
ENSG00000229907	309	540	271	454	353
ENSG00000139358	101	30	75	74	79
ENSG00000243479	31	122	74	103	60
ENSG00000242536	35	19	23	43	53
ENSG00000209492	8626	6904	10256	16348	6182
ENSG00000121895	12209	8438	10280	11729	14746
ENSG00000234389	89	83	74	118	123
ENSG00000230469	35	19	35	27	10
ENSG00000200380	289	413	347	340	288
ENSG00000103607	541	351	918	560	547
ENSG00000173688	18	19	20	23	10
ENSG00000180183	51	57	104	30	60
ENSG00000161860	49	44	40	36	41
ENSG00000197457	63	26	38	83	54
ENSG00000157740	206	686	288	514	173
ENSG00000246512	11	8	11	11	19
ENSG00000234138	4	0	3	2	4
ENSG00000135208	7018	7205	11269	6461	12509
ENSG00000149959	75	49	75	58	71
ENSG00000106083	283	241	495	236	221
ENSG00000194093	37	75	41	14	61
ENSG00000121748	126	87	135	186	180
ENSG00000160998	173	323	180	97	216
ENSG00000107986	64	125	129	49	61
ENSG00000223556	44466	9774	26893	8967	8075
ENSG00000151403	337	515	425	262	721
ENSG00000192246	52	55	27	93	74
ENSG00000221114	92	98	88	102	105
ENSG00000117360	282	99	58	174	202
ENSG00000156925	63	75	52	91	82
ENSG00000233300	588	967	804	814	1332
ENSG00000144146	1433	1091	929	1223	857
ENSG00000160196	104	73	133	46	143
ENSG00000134891	225	235	129	200	168
ENSG00000154236	10	7	11	19	12
ENSG00000100283	450	178	277	193	408
ENSG00000103149	202	58	115	85	38
ENSG00000235422	35	25	22	12	24
ENSG00000214247	41	20	21	42	87
ENSG00000245939	3099	1843	1505	1954	2232
ENSG00000174767	19	24	22	10	14
ENSG00000142885	15	7	18	20	16
ENSG00000196488	190	259	203	222	279
ENSG00000220894	316	186	215	479	335
ENSG00000228541	42	76	109	82	59
ENSG00000114769	9	17	11	17	10
ENSG00000241558	17	44	51	12	36
ENSG00000210296	5898	7354	4417	7391	6102
ENSG00000113948	2	9	6	8	4
ENSG00000128755	117	204	184	194	239
ENSG00000152748	411	673	987	552	885
ENSG00000159850	432	423	365	508	501
ENSG00000151057	11498	9287	6677	10592	10482
ENSG00000210690	257	218	197	172	209
ENSG00000139930	48	59	49	44	28
ENSG00000236874	32	28	33	24	23
ENSG00000190798	93	57	48	74	88
ENSG00000121708	1822	1354	1385	1582	2833
ENSG00000115526	13	19	11	4	20
ENSG00000235170	154	309	137	345	364
ENSG00000126778	32	18	30	22	30
ENSG00000225604	68	82	127	95	92
ENSG00000194739	5421	2876	8807	6061	4499
ENSG00000246268	270	348	195	256	104
ENSG00000241335	472	224	323	245	551
ENSG00000170857	44	67	37	76	35
ENSG00000178708	3	6	3	16	5
ENSG00000204085	13	28	28	18	24
ENSG00000125540	86	58	50	36	67
ENSG00000138876	113	192	82	89	102
ENSG00000103310	2	3	3	5	2
ENSG00000177611	207	65	114	90	161
ENSG00000205477	3027	2163	2731	2280	1476
ENSG00000107661	50	51	19	43	69
ENSG00000185413	359	648	434	275	503
ENSG00000199380	200	107	298	266	269
ENSG00000122906	129	164	161	100	72
ENSG00000235962	169	81	62	85	86
ENSG00000188337	225	429	560	712	861
ENSG00000166551	4127	4484	4173	3596	3651
ENSG00000104124	3	3	7	2	3
ENSG00000115857	1258	709	386	1157	1049
ENSG00000164032	50	31	74	74	65
ENSG00000239959	216	412	194	432	442
ENSG00000195770	1241	912	1422	1215	1210
ENSG00000232645	139	125	96	143	180
ENSG00000249608	7212	5644	9647	5456	5686
ENSG00000240329	1494	937	659	789	679
ENSG00000181359	45	78	78	86	53
ENSG00000188386	1744	941	686	774	665
ENSG00000163257	5	8	7	7	9
ENSG00000158376	197	300	413	208	278
ENSG00000142638	24	44	31	45	47
ENSG00000209666	23	41	66	19	20
ENSG00000176463	983	456	1041	1142	1174
ENSG00000199334	220	209	218	198	229
ENSG00000162067	60	32	57	46	118
ENSG00000116283	199	290	200	382	320
ENSG00000242760	144	91	145	108	105
ENSG00000191396	60	76	39	103	124
ENSG00000182335	14	10	4	6	5
ENSG00000231462	83	50	37	32	56
ENSG00000117310	168	399	431	516	367
ENSG00000150769	383	395	288	252	337
ENSG00000216393	220	128	156	155	127
ENSG00000221207	19	18	14	5	12
ENSG00000149607	25	20	33	24	27
ENSG00000246825	1	1	1	2	1
ENSG00000237926	5	23	24	21	17
ENSG00000130198	2829	1551	1264	1258	1833
ENSG00000214210	9908	3941	3575	6242	4366
ENSG00000147610	205	161	142	256	71
ENSG00000241981	133	132	149	106	167
ENSG00000116491	8	13	1	5	4
ENSG00000129062	326	135	181	230	358
ENSG00000137187	64	25	40	43	49
ENSG00000198594	9586	7402	5680	7755	13902
ENSG00000114089	611	250	440	562	422
ENSG00000182954	109	128	115	62	88
ENSG00000194869	0	7	7	10	8
ENSG00000140500	3001	2641	2684	2246	2737
ENSG00000244851	263	216	198	138	107
ENSG00000175447	13417	11022	8979	11521	12287
ENSG00000171661	496	765	690	290	636
ENSG00000171020	105	93	145	117	108
ENSG00000128718	781	790	1191	1030	1136
ENSG00000164874	1143	762	500	506	1328
ENSG00000197069	24	54	43	79	27
ENSG00000248925	1522	1505	2525	1766	3228
ENSG00000212944	7253	7961	5566	10024	3247
ENSG00000125469	32	37	46	49	49
ENSG00000231783	1	4	0	1	4
ENSG00000223118	853	652	867	631	838
ENSG00000131135	141	117	312	220	207
ENSG00000214093	242	158	128	173	71
ENSG00000157919	28	21	46	17	23
ENSG00000197667	4205	3722	2032	2226	2206
ENSG00000124410	0	4	0	3	1
ENSG00000143752	1241	1268	2235	1398	2036
ENSG00000182264	64	50	59	54	48
ENSG00000217398	1	0	3	2	3
ENSG00000244949	36	23	31	15	26
ENSG00000193175	159	228	176	185	92
ENSG00000151128	7811	9764	10902	10478	10277
ENSG00000216977	1350	1750	1085	1283	1658
ENSG00000158540	80	144	72	98	115
ENSG00000163152	182	134	129	86	168
ENSG00000148781	1850	1033	2852	1863	1326
ENSG00000232763	618	527	1062	966	621
ENSG00000114990	10350	12426	12631	11538	14234
ENSG00000237092	34	35	32	24	14
ENSG00000184593	475	221	618	350	230
ENSG00000168908	52	32	44	49	58
ENSG00000185291	201	243	79	207	161
ENSG00000105822	9	5	3	6	14
ENSG00000150784	113	235	118	139	160
ENSG00000127258	10	7	5	3	15
ENSG00000197126	289	193	266	270	233
ENSG00000126933	3866	2679	2603	2060	3312
ENSG00000208560	194	237	359	270	275
ENSG00000197381	467	186	157	198	460
ENSG00000109899	108	127	195	78	84
ENSG00000162755	6	14	8	15	11
ENSG00000155511	78	35	29	42	56
ENSG00000180363	41	81	59	62	40
ENSG00000140651	18	21	11	16	26
ENSG00000151781	2587	1434	1710	786	1308
ENSG00000221910	3	3	3	8	4
ENSG00000179806	19	13	24	15	10
ENSG00000180660	31	18	19	30	11
ENSG00000190111	41	45	92	66	74
ENSG00000144614	12	5	18	12	11
ENSG00000174132	3	10	6	3	2
ENSG00000155738	10	6	9	14	9
ENSG00000119284	27	26	19	33	49
ENSG00000129415	10	10	8	11	8
ENSG00000106502	1576	606	1942	1454	1618
ENSG00000159147	61	61	155	57	122
ENSG00000177621	1541	2675	1424	1518	1915
ENSG00000121861	27	48	61	41	63
ENSG00000215505	225	387	670	541	321
ENSG00000182039	128	105	145	102	55
ENSG00000119155	268	299	362	193	152
ENSG00000238966	2806	2638	2335	3186	3866
ENSG00000226971	1360	915	783	598	665
ENSG00000200612	283	160	121	146	303
ENSG00000166838	134	102	102	63	95
ENSG00000101366	5	1	1	2	5
ENSG00000179617	95	123	60	34	114
ENSG00000227008	44	57	40	39	61
ENSG00000151536	6581	5999	4708	5993	3862
ENSG00000218377	13	75	49	56	40
ENSG00000190514	177	105	168	202	140
ENSG00000149444	106	60	110	78	58
ENSG00000139156	36	27	35	33	40
ENSG00000166297	1012	887	1088	1348	1214
ENSG00000169588	47	20	10	20	23
ENSG00000244461	451	288	252	408	403
ENSG00000139283	4	3	4	2	2
ENSG00000230178	37	28	28	38	32
ENSG00000108815	3916	2524	3097	2350	4245
ENSG00000195218	77	89	66	32	127
ENSG00000136344	615	141	224	239	188
ENSG00000134794	209	183	348	338	232
ENSG00000117726	169	97	185	166	55
ENSG00000120601	0	0	1	2	2
ENSG00000125371	7	11	2	3	1
ENSG00000171901	1039	565	707	568	1153
ENSG00000209556	181	113	223	199	222
ENSG00000155834	4	3	4	8	6
ENSG00000108998	21	4	11	10	7
ENSG00000187787	2083	1276	2469	1335	2147
ENSG00000230116	38	17	28	64	37
ENSG00000193067	59	96	122	58	85
ENSG00000176199	30	45	44	38	32
ENSG00000177332	46	30	20	28	30
ENSG00000119197	251	176	174	239	199
ENSG00000105427	257	317	257	422	312
ENSG00000170736	70	86	80	74	88
ENSG00000164092	63	130	62	105	35
ENSG00000148922	20	50	18	10	37
ENSG00000221164	2187	1732	1425	624	1116
ENSG00000247446	8	6	3	8	6
ENSG00000155249	351	264	136	229	211
ENSG00000228960	691	350	429	307	581
ENSG00000163660	1525	1687	1016	1055	1096
ENSG00000159433	97	126	109	84	122
ENSG00000202690	269	401	244	282	408
ENSG00000117218	78	129	111	93	61
ENSG00000194169	11	17	19	30	20
ENSG00000235959	129	98	184	150	137
ENSG00000134862	486	865	791	885	915
ENSG00000106802	545	640	552	384	1151
ENSG00000106649	8	20	14	11	13
ENSG00000220364	181	159	218	95	153
ENSG00000109850	905	1382	1720	1638	991
ENSG00000232981	286	546	417	670	166
ENSG00000177766	1869	2632	3012	2689	2456
ENSG00000145651	265	148	88	118	138
ENSG00000113649	111	128	143	110	107
ENSG00000105853	1	1	0	1	0
ENSG00000228302	2209	1634	2162	2177	3850
ENSG00000223652	19	2	9	4	3
ENSG00000128550	35	79	49	57	71
ENSG00000124977	26	27	27	12	26
ENSG00000195403	26	42	18	37	17
ENSG00000155262	742	643	678	433	385
ENSG00000147625	5	1	9	4	3
ENSG00000159814	248	119	191	250	163
ENSG00000199463	6	7	19	11	11
ENSG00000236126	110	125	134	96	193
ENSG00000229804	381	530	183	357	432
ENSG00000133937	116	115	34	52	91
ENSG00000242607	86	62	62	43	44
ENSG00000188517	131	100	87	125	63
ENSG00000112772	72	151	89	47	115
ENSG00000212901	957	297	491	707	262
ENSG00000116208	256	234	262	450	363
ENSG00000211959	60	64	61	113	73
ENSG00000154852	11295	13842	9544	15191	6878
ENSG00000177984	18	26	49	29	24
ENSG00000218317	9511	3164	3796	6185	3986
ENSG00000146222	68	144	95	98	114
ENSG00000194648	2065	1322	1282	2265	1283
ENSG00000157689	922	1449	1229	659	905
ENSG00000179514	85	83	36	60	83
ENSG00000101994	924	896	448	626	759
ENSG00000212874	20458	9167	4879	8786	6253
ENSG00000215198	24	5	9	7	6
ENSG00000199511	11	6	14	18	7
ENSG00000189844	26	30	17	11	38
ENSG00000113018	4814	5966	1867	3836	4991
ENSG00000189594	509	499	437	600	290
ENSG00000151747	25	18	36	23	37
ENSG00000230542	105	124	184	98	80
ENSG00000184591	144	254	172	422	213
ENSG00000232404	26	28	40	19	25
ENSG00000128169	76	37	49	100	103
ENSG00000195428	76	193	88	210	177
ENSG00000155874	367	296	261	390	576
ENSG00000137915	1175	970	734	655	1164
ENSG00000204458	35	118	35	49	86
ENSG00000100875	72	93	88	49	126
ENSG00000244817	14	8	21	12	15
ENSG00000122900	47	70	78	106	120
ENSG00000114839	116	254	146	118	177
ENSG00000187629	183	86	137	96	123
ENSG00000167105	279	200	458	295	220
ENSG00000121310	18	22	19	18	33
ENSG00000228034	1958	1287	1932	1101	1372
ENSG00000199189	171	168	454	227	207
ENSG00000151696	1570	1353	1040	1306	2008
ENSG00000213803	18	24	26	22	13
ENSG00000192687	77	92	87	137	111
ENSG00000183081	527	77	86	207	212
ENSG00000147007	52	29	45	41	45
ENSG00000157217	1812	1227	655	1579	1216
ENSG00000146142	205	155	121	102	102
ENSG00000171321	8	7	11	8	4
ENSG00000229434	1201	866	991	1007	722
ENSG00000236609	39	75	34	52	35
ENSG00000175944	446	150	180	224	459
ENSG00000232281	828	831	751	774	604
ENSG00000171313	21	22	3	10	5
ENSG00000220240	3884	2109	1525	1388	2463
ENSG00000205670	1601	794	797	628	679
ENSG00000246458	16	12	2	11	14
ENSG00000249707	1622	1030	1187	1305	1831
ENSG00000117927	28	41	28	12	23
ENSG00000247754	18	27	44	35	45
ENSG00000231238	3974	3494	2075	3987	1397
ENSG00000126518	10	8	11	5	9
ENSG00000230098	1	2	0	2	1
ENSG00000141289	339	203	170	189	201
ENSG00000129271	65	42	91	80	111
ENSG00000246711	7	20	15	11	17
ENSG00000146500	3409	700	590	1579	979
ENSG00000201073	7	4	7	6	7
ENSG00000134722	15	16	7	17	19
ENSG00000152846	840	572	721	456	1154
ENSG00000248104	33	37	34	40	36
ENSG00000239891	13	15	12	34	16
ENSG00000196848	168	68	54	92	43
ENSG00000222299	15	21	10	9	11
ENSG00000246081	7	6	12	7	4
ENSG00000191311	120	261	125	94	147
ENSG00000134994	50	23	61	33	56
ENSG00000189272	78	120	96	59	35
ENSG00000114149	26	16	23	22	30
ENSG00000209147	176	238	160	243	315
ENSG00000174780	260	238	263	129	353
ENSG00000201278	1117	503	977	639	497
ENSG00000207485	41	48	48	48	64
ENSG00000106291	48	55	25	28	39
ENSG00000182421	6	13	18	17	16
ENSG00000165922	187	179	253	312	227
ENSG00000229136	448	623	740	675	737
ENSG00000154674	668	623	979	1253	621
ENSG00000231875	604	571	479	701	413
ENSG00000246810	715	764	1768	667	1298
ENSG00000201772	4704	9508	3071	3151	3759
ENSG00000207483	221	113	146	122	281
ENSG00000186927	427	788	370	422	628
ENSG00000213166	120	25	29	41	18
ENSG00000109736	741	197	222	289	255
ENSG00000245502	540	1283	1275	1269	817
ENSG00000124508	58	30	56	52	35
ENSG00000211786	10698	4986	5005	8651	4235
ENSG00000193313	718	755	400	517	403
ENSG00000243234	726	492	669	1184	743
ENSG00000236005	340	243	323	379	172
ENSG00000152348	6132	5365	9288	12260	9030
ENSG00000106431	288	171	350	313	298
ENSG00000193234	1203	837	1008	1165	790
ENSG00000196008	298	213	245	237	245
ENSG00000184877	48	83	82	43	66
ENSG00000218312	246	133	82	171	113
ENSG00000136997	51	69	80	69	60
ENSG00000109818	92	69	33	63	69
ENSG00000191776	770	490	499	891	704
ENSG00000203696	36	53	24	51	40
ENSG00000204238	74	158	75	118	59
ENSG00000107052	801	831	666	456	576
ENSG00000172230	2245	2550	2182	1599	1369
ENSG00000218618	240	179	282	289	205
ENSG00000138001	83	104	73	96	112
ENSG00000147292	28	10	12	27	10
ENSG00000154440	402	625	222	706	865
ENSG00000204313	18	28	51	22	24
ENSG00000157803	67	55	63	59	105
ENSG00000141860	910	839	1130	796	686
ENSG00000158384	57	100	38	31	112
ENSG00000159076	604	522	410	485	436
ENSG00000116395	329	558	438	570	258
ENSG00000179867	57	62	59	26	27
ENSG00000105242	118	165	64	104	75
ENSG00000131132	1543	2908	1731	1457	1283
ENSG00000242031	336	286	233	253	441
ENSG00000215506	311	199	314	554	213
ENSG00000150997	13	18	8	10	9
ENSG00000213531	124	233	156	86	86
ENSG00000155141	1344	998	2973	1477	1580
ENSG00000144754	118	139	134	146	96
ENSG00000131551	285	240	386	249	414
ENSG00000242804	1180	977	474	1561	881
ENSG00000156556	14540	28928	19571	16927	15693
ENSG00000171442	4	5	3	2	1
ENSG00000225812	1165	1258	1159	1522	1635
ENSG00000238144	1207	1981	812	890	1061
ENSG00000166411	233	183	162	123	132
ENSG00000116492	5992	11060	8260	9723	6106
ENSG00000159673	3	13	17	13	25
ENSG00000117134	7	8	8	8	5
ENSG00000107968	125	97	137	174	175
ENSG00000199673	1259	405	565	757	566
ENSG00000209287	34	32	13	9	19
ENSG00000192320	145	118	198	211	111
ENSG00000129238	117	43	29	30	40
ENSG00000201985	4559	8182	6553	7674	3309
ENSG00000130610	44	66	82	31	48
ENSG00000173297	1959	1445	1948	1223	3100
ENSG00000119521	2	4	5	2	4
ENSG00000204775	151	200	137	125	180
ENSG00000104967	130	101	113	238	115
ENSG00000234773	10	14	6	7	7
ENSG00000205310	70	100	88	67	64
ENSG00000244128	352	407	531	333	192
ENSG00000198055	102	92	131	90	40
ENSG00000166760	28	36	48	24	57
ENSG00000192829	97	135	135	129	117
ENSG00000198724	173	203	435	175	333
ENSG00000237997	625	290	520	477	715
ENSG00000224038	55	26	71	52	29
ENSG00000203588	911	240	603	481	756
ENSG00000224915	107	170	112	110	97
ENSG00000193846	12874	25095	24586	24753	8404
ENSG00000175568	305	75	192	151	206
ENSG00000184327	157	310	188	117	253
ENSG00000146010	23	27	14	18	13
ENSG00000189516	4781	1791	1965	3790	1861
ENSG00000206052	46	46	101	122	96
ENSG00000184921	269	447	330	291	541
ENSG00000123373	920	719	1343	627	807
ENSG00000243715	138	124	90	67	86
ENSG00000143846	325	327	213	354	344
ENSG00000113947	61	109	58	70	142
ENSG00000192478	29	18	14	31	39
ENSG00000243080	11	3	15	10	13
ENSG00000243480	4	4	0	4	4
ENSG00000215081	28	19	26	11	11
ENSG00000223503	1	6	1	3	4
ENSG00000154312	546	391	717	467	515
ENSG00000166439	16	14	12	4	9
ENSG00000154773	25935	25242	21178	30338	28457
ENSG00000178288	115	129	112	41	81
ENSG00000137870	47	22	56	60	22
ENSG00000222709	6601	1365	2291	3262	2720
ENSG00000242131	128	216	210	199	342
ENSG00000124734	105	60	59	71	74
ENSG00000179191	88	87	137	42	80
ENSG00000236332	3426	1528	2209	2436	2629
ENSG00000106586	29	40	40	13	33
ENSG00000110433	5	13	9	11	18
ENSG00000211522	94	97	112	96	116
ENSG00000107727	236	282	365	134	389
ENSG00000132416	3	0	2	2	2
ENSG00000121104	9	14	4	10	11
ENSG00000131027	23	18	27	17	30
ENSG00000175083	72	92	40	34	71
ENSG00000192165	133	125	122	196	103
ENSG00000245731	3	4	3	4	2
ENSG00000228194	91	65	36	50	63
ENSG00000199067	0	2	6	9	6
ENSG00000177208	632	361	629	544	595
ENSG00000205616	72	34	91	60	37
ENSG00000223081	557	474	684	542	353
ENSG00000219966	1644	2190	1552	2936	2000
ENSG00000211960	219	218	188	156	235
ENSG00000159999	165	158	180	107	140
ENSG00000204877	58	41	41	27	40
ENSG00000218028	81	67	33	33	34
ENSG00000178035	434	429	620	439	437
ENSG00000120751	810	855	766	863	1119
ENSG00000187638	5773	5585	3866	3479	5747
ENSG00000212677	43	37	16	31	50
ENSG00000199961	18	16	11	14	11
ENSG00000133530	4700	8512	5327	7473	6872
ENSG00000191529	152	202	228	88	172
ENSG00000170014	20	31	13	14	14
ENSG00000197796	1664	915	804	697	897
ENSG00000166423	106	139	113	84	131
ENSG00000164976	63	70	40	42	85
