gene_id	GSM2360001	GSM2360004	GSM2360005	GSM2360006
ENSMUSG00000219012	120	150	157	141
ENSMUSG00000141342	37	54	55	61
ENSMUSG00000121015	146	180	222	123
ENSMUSG00000122822	383	818	519	525
ENSMUSG00000107743	104	76	125	63
ENSMUSG00000207845	1617	1350	1806	1255
ENSMUSG00000181940	69	45	130	137
ENSMUSG00000160994	163	149	173	121
ENSMUSG00000115895	1317	449	735	995
ENSMUSG00000199019	179	534	881	499
ENSMUSG00000193850	76	147	121	75
ENSMUSG00000210921	311	79	208	374
ENSMUSG00000185436	38	16	37	18
ENSMUSG00000165015	48	59	43	41
ENSMUSG00000106339	179	197	239	116
ENSMUSG00000206541	741	609	736	1168
ENSMUSG00000155549	76	37	75	79
ENSMUSG00000142959	630	882	601	534
ENSMUSG00000186809	9514	7611	8785	7847
ENSMUSG00000173012	10682	8833	9990	15158
ENSMUSG00000190916	178	232	144	158
ENSMUSG00000187907	1527	1152	1088	856
ENSMUSG00000142486	1002	810	469	590
ENSMUSG00000171747	732	1021	329	1078
ENSMUSG00000197805	1406	990	637	845
ENSMUSG00000194858	422	444	371	487
ENSMUSG00000211610	566	898	724	841
ENSMUSG00000117130	434	184	159	150
ENSMUSG00000135972	116	121	47	106
ENSMUSG00000152152	403	106	296	292
ENSMUSG00000177026	401	325	307	572
ENSMUSG00000115443	1601	1368	1587	2332
ENSMUSG00000127295	251	174	463	250
ENSMUSG00000158236	1374	411	648	932
ENSMUSG00000207664	2609	3464	2238	2888
ENSMUSG00000186990	18	26	34	21
ENSMUSG00000187525	87	94	63	67
ENSMUSG00000161851	434	262	698	729
ENSMUSG00000163985	309	190	244	125
ENSMUSG00000107718	15	19	18	10
ENSMUSG00000193546	1245	1623	1551	1164
ENSMUSG00000132258	125	200	168	150
ENSMUSG00000138341	16	16	32	38
ENSMUSG00000135520	8927	6216	9926	6557
ENSMUSG00000147159	9	18	16	18
ENSMUSG00000127633	239	139	91	297
ENSMUSG00000112977	50	41	23	45
ENSMUSG00000208910	162	216	174	202
ENSMUSG00000133935	482	601	300	463
ENSMUSG00000163489	27	53	24	40
ENSMUSG00000187582	105	152	74	178
ENSMUSG00000106890	137	39	105	156
ENSMUSG00000163689	16	22	22	18
ENSMUSG00000171861	1586	1289	1820	1533
ENSMUSG00000209649	155	200	139	310
ENSMUSG00000174258	106	119	59	99
ENSMUSG00000102983	52	22	29	59
ENSMUSG00000142563	122	52	55	67
ENSMUSG00000149900	309	221	171	266
ENSMUSG00000159314	43	71	54	68
ENSMUSG00000204617	1952	1675	1855	3250
ENSMUSG00000186279	0	0	3	0
ENSMUSG00000200128	1	3	4	3
ENSMUSG00000136909	81	99	132	114
ENSMUSG00000201389	1	3	4	1
ENSMUSG00000207031	265	137	214	149
ENSMUSG00000156268	51	65	40	41
ENSMUSG00000130203	601	531	383	723
ENSMUSG00000151820	961	422	595	218
ENSMUSG00000211893	2461	2247	2495	2506
ENSMUSG00000183918	627	882	533	1174
ENSMUSG00000102134	1062	2153	2449	2607
ENSMUSG00000105749	459	898	439	607
ENSMUSG00000141408	1676	1634	1888	1286
ENSMUSG00000202366	470	266	231	550
ENSMUSG00000214575	59	45	35	64
ENSMUSG00000169540	23	3	12	18
ENSMUSG00000177683	19	17	10	13
ENSMUSG00000107789	717	439	630	607
ENSMUSG00000187509	1	3	1	1
ENSMUSG00000167100	224	232	174	288
ENSMUSG00000196390	27	30	28	33
ENSMUSG00000185364	1340	1103	367	911
ENSMUSG00000210040	291	205	114	344
ENSMUSG00000105208	42	34	48	23
ENSMUSG00000196855	332	117	132	138
ENSMUSG00000109847	1	1	1	1
ENSMUSG00000100631	236	340	285	227
ENSMUSG00000177762	587	326	398	172
ENSMUSG00000114208	5	2	8	2
ENSMUSG00000111343	498	1088	1022	571
ENSMUSG00000145439	173	106	260	159
ENSMUSG00000198613	268	245	303	271
ENSMUSG00000100218	6	15	8	9
ENSMUSG00000129180	604	598	523	487
ENSMUSG00000211188	642	332	674	427
ENSMUSG00000171180	122	172	75	118
ENSMUSG00000107587	31	18	23	16
ENSMUSG00000200142	1818	1266	537	741
ENSMUSG00000156066	2217	1788	2607	1992
ENSMUSG00000181975	353	207	305	483
ENSMUSG00000108486	1018	1572	2164	1566
ENSMUSG00000149977	38	64	64	14
ENSMUSG00000193290	586	187	179	123
ENSMUSG00000213593	849	566	507	473
ENSMUSG00000163687	239	274	209	247
ENSMUSG00000187583	53204	29074	56903	35309
ENSMUSG00000217839	455	322	395	316
ENSMUSG00000103069	148	54	43	75
ENSMUSG00000119705	1636	919	603	1032
ENSMUSG00000211757	27	21	18	27
ENSMUSG00000128184	296	759	252	496
ENSMUSG00000217352	626	1106	534	616
ENSMUSG00000134122	73	66	54	53
ENSMUSG00000200366	61	72	102	109
ENSMUSG00000111883	114	28	31	20
ENSMUSG00000107401	312	188	136	149
ENSMUSG00000120986	34	46	41	63
ENSMUSG00000145739	6701	5932	5928	6878
ENSMUSG00000145424	579	923	748	477
ENSMUSG00000136209	145	155	109	140
ENSMUSG00000116373	10	14	12	3
ENSMUSG00000101358	7037	7538	9158	5832
ENSMUSG00000195931	1572	2905	1538	2547
ENSMUSG00000166868	1020	511	304	335
ENSMUSG00000150493	353	269	266	176
ENSMUSG00000120934	219	228	330	273
ENSMUSG00000203461	94	67	34	62
ENSMUSG00000118216	8037	10785	7223	16346
ENSMUSG00000143725	362	170	165	196
ENSMUSG00000121004	14	14	10	14
ENSMUSG00000214073	39	61	64	62
ENSMUSG00000190135	2	0	0	2
ENSMUSG00000217888	600	809	785	1013
ENSMUSG00000148294	648	601	750	909
ENSMUSG00000184866	7808	5922	5422	7670
ENSMUSG00000129880	8970	18974	11564	8188
ENSMUSG00000219208	32	42	58	25
ENSMUSG00000136206	383	720	460	377
ENSMUSG00000119252	909	807	1323	996
ENSMUSG00000172389	945	437	934	1114
ENSMUSG00000150302	55	72	55	69
ENSMUSG00000201378	725	964	511	616
ENSMUSG00000165069	617	486	425	504
ENSMUSG00000157454	3039	3828	3136	1766
ENSMUSG00000128219	203	297	304	240
ENSMUSG00000216217	174	118	125	56
ENSMUSG00000137960	45	84	35	58
ENSMUSG00000144880	86	102	95	86
ENSMUSG00000133800	97	15	46	34
ENSMUSG00000102732	64	111	84	99
ENSMUSG00000140592	895	660	596	556
ENSMUSG00000173135	616	448	744	242
ENSMUSG00000106708	2037	2686	1827	3675
ENSMUSG00000114503	1297	1358	1761	1555
ENSMUSG00000153716	1290	393	475	643
ENSMUSG00000196139	12	22	9	18
ENSMUSG00000208279	729	411	531	506
ENSMUSG00000168688	2020	2733	1581	2448
ENSMUSG00000108717	14	15	15	7
ENSMUSG00000119965	16	11	24	10
ENSMUSG00000122689	32	16	20	22
ENSMUSG00000118557	41	26	27	12
ENSMUSG00000148281	72	79	97	53
ENSMUSG00000124103	22	21	19	20
ENSMUSG00000154092	699	540	217	436
ENSMUSG00000109335	15	15	19	29
ENSMUSG00000177452	122	131	261	166
ENSMUSG00000188792	82	90	38	69
ENSMUSG00000193905	30	24	20	29
ENSMUSG00000137594	1414	574	1198	1518
ENSMUSG00000202919	147	235	236	191
ENSMUSG00000216189	309	613	658	449
ENSMUSG00000114206	49	87	53	112
ENSMUSG00000202522	1097	426	578	856
ENSMUSG00000160361	427	449	589	678
ENSMUSG00000175122	114	107	126	108
ENSMUSG00000158741	8	11	6	4
ENSMUSG00000181055	666	1227	397	1134
ENSMUSG00000173463	996	625	689	888
ENSMUSG00000165563	311	194	274	162
ENSMUSG00000159570	175	181	285	356
ENSMUSG00000200410	548	214	294	233
ENSMUSG00000196787	366	129	195	236
ENSMUSG00000137519	22	23	17	24
ENSMUSG00000208197	161	139	209	110
ENSMUSG00000102572	445	493	414	279
ENSMUSG00000146508	76	66	55	56
ENSMUSG00000161929	28	32	29	7
ENSMUSG00000159059	7405	10034	5088	7792
ENSMUSG00000128344	656	599	444	443
ENSMUSG00000122164	81	70	105	78
ENSMUSG00000127936	56	56	43	74
ENSMUSG00000178173	1	0	0	5
ENSMUSG00000177052	3	11	15	9
ENSMUSG00000144390	94	92	145	65
ENSMUSG00000107595	2111	1428	2889	1535
ENSMUSG00000140948	4	3	4	4
ENSMUSG00000133977	46	34	33	66
ENSMUSG00000137891	8543	7069	8992	7405
ENSMUSG00000131477	491	363	664	833
ENSMUSG00000202982	501	452	330	395
ENSMUSG00000139953	1612	1972	2097	1196
ENSMUSG00000185815	123	82	170	148
ENSMUSG00000197683	127	137	125	154
ENSMUSG00000162236	2696	830	686	540
ENSMUSG00000191371	740	1200	1286	1268
ENSMUSG00000160059	66	18	15	8
ENSMUSG00000208698	3161	5489	5141	7268
ENSMUSG00000169752	2	6	7	3
ENSMUSG00000192208	41	15	67	33
ENSMUSG00000205611	66489	75288	40684	42726
ENSMUSG00000122192	55	54	71	41
ENSMUSG00000165785	697	349	558	363
ENSMUSG00000197080	7	36	27	17
ENSMUSG00000218487	90	117	93	81
ENSMUSG00000175548	44	62	62	41
ENSMUSG00000100561	59	105	117	51
ENSMUSG00000102553	855	838	519	873
ENSMUSG00000162476	5247	3617	6247	4272
ENSMUSG00000147067	1453	865	743	532
ENSMUSG00000136306	5591	5219	2944	2715
ENSMUSG00000162696	145	60	90	65
ENSMUSG00000200987	3794	2819	2358	2755
ENSMUSG00000179597	536	268	280	344
ENSMUSG00000189762	3368	3725	2904	2708
ENSMUSG00000110618	37	46	39	84
ENSMUSG00000121785	148	80	112	77
ENSMUSG00000159251	2787	2334	3393	2273
ENSMUSG00000148631	346	451	747	524
ENSMUSG00000122406	216	213	153	223
ENSMUSG00000190264	46	65	59	16
ENSMUSG00000182946	173	177	113	99
ENSMUSG00000183213	328	424	721	549
ENSMUSG00000141109	627	1939	865	579
ENSMUSG00000115790	36	59	55	87
ENSMUSG00000177536	103	90	105	83
ENSMUSG00000161030	305	284	646	368
ENSMUSG00000182149	17	13	4	20
ENSMUSG00000114113	933	651	839	1312
ENSMUSG00000219790	210	119	159	174
ENSMUSG00000154685	150	82	183	198
ENSMUSG00000120325	0	1	1	2
ENSMUSG00000200583	5	8	6	4
ENSMUSG00000118318	10	33	10	13
ENSMUSG00000139466	34	37	22	51
ENSMUSG00000183483	12	11	12	13
ENSMUSG00000158212	251	385	488	192
ENSMUSG00000181120	224	266	197	203
ENSMUSG00000144739	103	77	121	115
ENSMUSG00000138572	5	1	3	9
ENSMUSG00000207296	1488	1579	1444	2552
ENSMUSG00000100617	87	121	133	121
ENSMUSG00000169112	484	244	344	851
ENSMUSG00000151924	43	32	46	38
ENSMUSG00000200364	200	171	120	118
ENSMUSG00000216131	715	697	845	650
ENSMUSG00000188703	225	191	138	290
ENSMUSG00000184212	1940	1021	1013	1204
ENSMUSG00000145186	107	72	202	97
ENSMUSG00000193516	6102	6602	5466	5620
ENSMUSG00000151936	1	5	2	6
ENSMUSG00000102064	79	43	59	52
ENSMUSG00000206294	688	1162	1293	356
ENSMUSG00000137353	133	44	73	106
ENSMUSG00000182624	45	42	30	49
ENSMUSG00000214642	5	2	7	4
ENSMUSG00000218929	921	1192	914	1645
ENSMUSG00000190540	4	5	4	5
ENSMUSG00000149676	413	348	360	343
ENSMUSG00000190390	264	197	229	368
ENSMUSG00000121280	714	912	828	1060
ENSMUSG00000111744	2064	2602	3289	3081
ENSMUSG00000195055	31	20	64	33
ENSMUSG00000114050	26	37	15	12
ENSMUSG00000118086	55	40	71	59
ENSMUSG00000146203	5	5	9	5
ENSMUSG00000179774	715	577	613	772
ENSMUSG00000133578	73	38	16	84
ENSMUSG00000125344	483	305	157	158
ENSMUSG00000136449	22	12	5	10
ENSMUSG00000116818	104	142	156	185
ENSMUSG00000164054	70	46	23	83
ENSMUSG00000112086	103	78	114	115
ENSMUSG00000148183	26	20	4	15
ENSMUSG00000143028	1156	1048	1094	766
ENSMUSG00000213538	46	42	40	38
ENSMUSG00000216820	3	0	4	2
ENSMUSG00000199068	468	478	370	508
ENSMUSG00000204688	66	92	77	38
ENSMUSG00000133527	15	27	40	13
ENSMUSG00000111376	13281	24799	24878	17700
ENSMUSG00000177441	136	162	160	102
ENSMUSG00000113697	9	8	10	9
ENSMUSG00000146506	51	19	32	55
ENSMUSG00000141989	231	214	205	246
ENSMUSG00000196596	99	58	92	114
ENSMUSG00000201350	1455	2499	1902	1412
ENSMUSG00000106325	793	674	736	1809
ENSMUSG00000204103	35	12	58	36
ENSMUSG00000150947	193	202	174	169
ENSMUSG00000203270	545	498	580	472
ENSMUSG00000130773	60	45	71	78
ENSMUSG00000110288	47	39	65	83
ENSMUSG00000158876	1076	549	991	857
ENSMUSG00000119837	341	322	286	317
ENSMUSG00000200937	14	6	9	10
ENSMUSG00000216519	40	55	16	25
ENSMUSG00000165059	60	68	56	64
ENSMUSG00000110250	193	94	126	122
ENSMUSG00000133115	26	38	30	25
ENSMUSG00000140435	3434	1932	2234	1067
ENSMUSG00000161913	17	18	25	8
ENSMUSG00000160633	12	16	15	9
ENSMUSG00000147021	199	107	253	100
ENSMUSG00000165875	2	0	3	3
ENSMUSG00000214012	21	29	20	16
ENSMUSG00000115530	363	692	402	467
ENSMUSG00000160087	9	13	18	9
ENSMUSG00000190784	14	28	26	21
ENSMUSG00000184332	2591	1279	2216	2209
ENSMUSG00000200954	293	345	365	344
ENSMUSG00000189196	117	190	158	190
ENSMUSG00000142643	307	235	267	258
ENSMUSG00000100948	31	15	22	29
ENSMUSG00000136677	210	293	192	346
ENSMUSG00000101060	53	26	82	75
ENSMUSG00000207243	22360	12220	30573	27138
ENSMUSG00000161102	242	266	234	744
ENSMUSG00000172354	266	69	52	89
ENSMUSG00000119695	186	163	105	144
ENSMUSG00000197192	227	123	95	119
ENSMUSG00000217406	16	22	3	12
ENSMUSG00000215404	24	31	18	23
ENSMUSG00000167112	1871	2752	3067	1642
ENSMUSG00000212237	5	2	14	7
ENSMUSG00000112319	36	59	60	41
ENSMUSG00000106850	2443	755	1142	819
ENSMUSG00000204566	3644	2263	1924	2768
ENSMUSG00000104372	12	12	12	26
ENSMUSG00000172095	1034	2114	3074	3787
ENSMUSG00000214859	64	94	55	68
ENSMUSG00000186461	4495	4415	6658	3467
ENSMUSG00000145475	620	332	633	136
ENSMUSG00000119794	66	64	38	55
ENSMUSG00000191503	895	932	716	895
ENSMUSG00000159894	594	475	479	675
ENSMUSG00000138430	39	27	50	46
ENSMUSG00000194090	9524	14025	9747	6451
ENSMUSG00000183288	103	61	84	63
ENSMUSG00000116128	1267	1606	1818	2872
ENSMUSG00000152381	142	43	55	29
ENSMUSG00000130287	7	3	5	4
ENSMUSG00000141034	11	13	16	11
ENSMUSG00000105870	120	72	54	94
ENSMUSG00000102993	810	293	360	601
ENSMUSG00000142335	6930	4698	4840	6683
ENSMUSG00000163694	194	139	292	140
ENSMUSG00000178523	125	75	113	115
ENSMUSG00000118078	3	14	17	7
ENSMUSG00000158025	89	117	120	90
ENSMUSG00000192600	194	168	132	355
ENSMUSG00000154207	3	4	3	0
ENSMUSG00000203422	2545	2192	1335	2591
ENSMUSG00000149253	894	1782	784	1422
ENSMUSG00000155561	31290	26289	10362	12210
ENSMUSG00000185834	55	22	18	24
ENSMUSG00000173217	181	131	208	121
ENSMUSG00000110615	89	161	91	164
ENSMUSG00000168550	3	12	4	7
ENSMUSG00000150741	21	29	36	36
ENSMUSG00000105203	10	17	19	24
ENSMUSG00000117635	754	384	384	408
ENSMUSG00000207079	389	343	388	370
ENSMUSG00000106155	2272	3122	2329	2636
ENSMUSG00000172684	89	46	49	76
ENSMUSG00000167277	25	6	10	7
ENSMUSG00000105314	341	484	275	392
ENSMUSG00000143797	327	342	279	274
ENSMUSG00000111274	476	725	610	795
ENSMUSG00000130303	2093	1603	1427	1298
ENSMUSG00000206292	83	45	42	41
ENSMUSG00000185983	1027	656	906	312
ENSMUSG00000215162	21	22	17	20
ENSMUSG00000190551	334	115	205	179
ENSMUSG00000149343	445	428	571	551
ENSMUSG00000183233	93	79	77	69
ENSMUSG00000176558	176	309	212	196
ENSMUSG00000130644	1	5	14	16
ENSMUSG00000198180	54	34	37	34
ENSMUSG00000154442	170	194	148	121
ENSMUSG00000216705	25	14	10	20
ENSMUSG00000118055	32	28	13	19
ENSMUSG00000113821	33675	25001	15977	17747
ENSMUSG00000126209	212	278	249	200
ENSMUSG00000109419	30	15	33	33
ENSMUSG00000190380	21	17	10	17
ENSMUSG00000188193	2194	1941	1906	2569
ENSMUSG00000124079	0	0	0	0
ENSMUSG00000126657	93	32	32	45
ENSMUSG00000206805	315	476	489	497
ENSMUSG00000141058	32	23	23	38
ENSMUSG00000145169	558	562	383	313
ENSMUSG00000139508	37	15	13	17
ENSMUSG00000122132	135	193	152	64
ENSMUSG00000192838	143	100	177	149
ENSMUSG00000155729	100	157	58	144
ENSMUSG00000117764	250	182	188	133
ENSMUSG00000213762	135	144	79	153
ENSMUSG00000162925	658	1108	1643	1036
ENSMUSG00000164595	90	46	43	44
ENSMUSG00000143533	46	53	57	37
ENSMUSG00000170636	52	111	106	103
ENSMUSG00000167672	57	39	38	59
ENSMUSG00000110689	6	4	5	2
ENSMUSG00000212352	1	2	7	2
ENSMUSG00000183431	6	12	10	2
ENSMUSG00000151035	190	139	256	96
ENSMUSG00000179442	31	36	33	48
ENSMUSG00000163731	41	59	86	74
ENSMUSG00000146747	39034	43849	24277	35636
ENSMUSG00000129423	1510	775	1324	1538
ENSMUSG00000145161	66	62	100	103
ENSMUSG00000204872	27	26	63	39
ENSMUSG00000187514	851	2147	1176	3312
ENSMUSG00000119166	39	26	17	24
ENSMUSG00000191123	1264	1549	2927	1309
ENSMUSG00000151387	450	331	195	421
ENSMUSG00000180155	3411	1253	3408	1935
ENSMUSG00000180122	21	44	27	29
ENSMUSG00000204104	907	900	196	705
ENSMUSG00000183384	6	3	3	3
ENSMUSG00000172030	86	71	69	111
ENSMUSG00000200939	703	982	1155	968
ENSMUSG00000174537	364	571	521	691
ENSMUSG00000138435	3	4	3	4
ENSMUSG00000127567	377	351	720	537
ENSMUSG00000128345	293	336	281	332
ENSMUSG00000135585	121	86	121	98
ENSMUSG00000103253	31	23	32	21
ENSMUSG00000177714	79	46	58	60
ENSMUSG00000171250	23	51	26	66
ENSMUSG00000132579	1382	668	494	642
ENSMUSG00000101602	334	213	396	201
ENSMUSG00000119920	1240	1131	1064	692
ENSMUSG00000120631	342	445	626	321
ENSMUSG00000151571	12	5	9	11
ENSMUSG00000209034	152	194	101	85
ENSMUSG00000192201	9841	7671	8234	5347
ENSMUSG00000151811	31	22	12	11
ENSMUSG00000105154	218	254	163	253
ENSMUSG00000171164	36	13	10	15
ENSMUSG00000138674	20	27	15	20
ENSMUSG00000169372	205	136	100	156
ENSMUSG00000169003	544	504	746	670
ENSMUSG00000171096	256	556	457	516
ENSMUSG00000207279	189	283	474	314
ENSMUSG00000104806	620	940	541	309
ENSMUSG00000194992	3	6	4	2
ENSMUSG00000185072	588	760	526	314
ENSMUSG00000191978	223	240	250	122
ENSMUSG00000205950	120	52	76	60
ENSMUSG00000135050	118	200	115	91
ENSMUSG00000187522	31	11	28	36
ENSMUSG00000195738	1119	733	1038	1547
ENSMUSG00000117335	25	17	15	15
ENSMUSG00000184052	20	4	7	10
ENSMUSG00000181289	63	109	89	114
ENSMUSG00000201508	45	36	31	39
ENSMUSG00000104223	82	78	146	98
ENSMUSG00000116662	2378	2701	1412	2671
ENSMUSG00000204338	81	113	43	85
ENSMUSG00000156703	214	80	145	152
ENSMUSG00000217197	6268	11118	19777	11202
ENSMUSG00000162098	7	19	8	6
ENSMUSG00000215764	544	444	260	108
ENSMUSG00000114660	1678	1594	1225	1346
ENSMUSG00000182842	5315	1570	3129	2281
ENSMUSG00000111379	15999	9806	7412	6970
ENSMUSG00000178134	84	46	19	14
ENSMUSG00000104280	363	322	665	243
ENSMUSG00000109032	99	124	79	88
ENSMUSG00000198166	80	28	38	38
ENSMUSG00000213085	29	32	52	20
ENSMUSG00000105777	2	8	5	8
ENSMUSG00000167366	161	342	201	182
ENSMUSG00000133916	350	564	459	691
ENSMUSG00000177867	4	9	10	17
ENSMUSG00000101509	432	467	481	249
ENSMUSG00000209963	48	42	65	56
ENSMUSG00000160523	16	14	9	28
ENSMUSG00000180644	3	2	0	1
ENSMUSG00000152872	703	1539	661	941
ENSMUSG00000168954	724	466	552	559
ENSMUSG00000156481	60	27	51	75
ENSMUSG00000205352	40	45	53	78
ENSMUSG00000210235	16	8	8	8
ENSMUSG00000215995	368	293	223	298
ENSMUSG00000204864	96	105	77	159
ENSMUSG00000194938	524	415	380	348
ENSMUSG00000136221	131	196	140	112
ENSMUSG00000139877	4	9	5	4
ENSMUSG00000136664	3	5	4	2
ENSMUSG00000101121	373	339	298	288
ENSMUSG00000177515	7	2	0	4
ENSMUSG00000141827	271	131	294	174
ENSMUSG00000189212	553	385	609	560
ENSMUSG00000218610	7	13	9	4
ENSMUSG00000205777	392	596	392	248
ENSMUSG00000193708	174	152	116	163
ENSMUSG00000141701	243	275	251	289
ENSMUSG00000209293	27	18	29	30
ENSMUSG00000176681	178	101	57	166
ENSMUSG00000116330	196	115	381	325
ENSMUSG00000146007	5409	3580	3784	6721
ENSMUSG00000105788	830	378	412	573
ENSMUSG00000119744	431	428	316	166
ENSMUSG00000104585	9	10	6	5
ENSMUSG00000126604	264	363	253	341
ENSMUSG00000211386	74	23	38	43
ENSMUSG00000198063	134	110	85	122
ENSMUSG00000152416	374	274	85	269
ENSMUSG00000201112	1139	637	1451	1047
ENSMUSG00000178446	759	305	255	203
ENSMUSG00000127021	214	213	157	194
ENSMUSG00000174187	119	130	189	126
ENSMUSG00000144389	1839	2303	2043	1754
ENSMUSG00000215691	28	26	22	21
ENSMUSG00000149921	207	152	131	121
ENSMUSG00000112659	1447	1591	2087	2179
ENSMUSG00000149425	226	95	83	117
ENSMUSG00000175279	701	457	831	512
ENSMUSG00000123506	1149	706	910	1267
ENSMUSG00000167444	6180	7481	5495	5482
ENSMUSG00000216101	1598	1472	1495	720
ENSMUSG00000145935	2	5	6	3
ENSMUSG00000210640	277	91	126	205
ENSMUSG00000124017	281	277	251	242
ENSMUSG00000191091	421	552	696	689
ENSMUSG00000202650	293	252	267	373
ENSMUSG00000198687	5938	6391	3853	6494
ENSMUSG00000118992	1282	1510	1268	650
ENSMUSG00000173883	2	19	17	12
ENSMUSG00000137543	152	48	32	62
ENSMUSG00000206195	8	2	2	0
ENSMUSG00000202988	4153	4638	6555	6092
ENSMUSG00000154202	125	87	90	115
ENSMUSG00000204037	99	119	110	110
ENSMUSG00000198484	4	8	6	8
ENSMUSG00000178628	59	59	63	52
ENSMUSG00000128430	259	483	397	313
ENSMUSG00000138324	41	41	40	48
ENSMUSG00000183051	106	44	39	75
ENSMUSG00000135632	41	23	48	41
ENSMUSG00000122241	18046	15154	9784	4949
ENSMUSG00000176691	39	38	52	48
ENSMUSG00000172313	7	6	9	10
ENSMUSG00000133490	38	55	45	23
ENSMUSG00000124241	42	32	74	41
ENSMUSG00000103881	57	62	70	91
ENSMUSG00000130764	39	36	100	122
ENSMUSG00000219879	5	8	11	13
ENSMUSG00000167793	62	84	58	29
ENSMUSG00000209265	192	217	192	184
ENSMUSG00000119451	2	2	6	5
ENSMUSG00000174123	2584	7864	6010	6218
ENSMUSG00000158203	2006	3431	2672	5070
ENSMUSG00000134741	3	4	2	0
ENSMUSG00000142589	32	29	49	36
ENSMUSG00000208336	1113	966	367	948
ENSMUSG00000171342	1554	1810	1397	891
ENSMUSG00000138746	4919	2647	5640	4581
ENSMUSG00000112127	2	2	3	2
ENSMUSG00000219539	11	12	4	14
ENSMUSG00000145153	82	32	57	45
ENSMUSG00000173812	255	389	192	202
ENSMUSG00000191131	12	20	20	12
ENSMUSG00000112042	359	119	292	249
ENSMUSG00000214982	475	268	491	235
ENSMUSG00000156140	350	609	585	201
ENSMUSG00000212187	7	3	11	10
ENSMUSG00000105891	160	101	69	160
ENSMUSG00000150065	58	60	106	123
ENSMUSG00000209127	68	38	36	46
ENSMUSG00000206358	2022	1691	2355	1036
ENSMUSG00000205151	70	92	44	45
ENSMUSG00000156787	3312	1572	2308	2944
ENSMUSG00000158811	39	48	31	28
ENSMUSG00000183700	3549	2269	2991	3845
ENSMUSG00000164460	3085	4658	2997	3071
ENSMUSG00000153445	18	29	15	12
ENSMUSG00000204106	216	206	176	214
ENSMUSG00000178270	217	357	243	299
ENSMUSG00000162114	19	17	17	13
ENSMUSG00000100130	763	556	590	696
ENSMUSG00000121868	484	106	304	220
ENSMUSG00000161994	17	29	14	38
ENSMUSG00000143071	110	106	148	102
ENSMUSG00000148647	1497	998	630	646
ENSMUSG00000172861	124	56	94	156
ENSMUSG00000130557	20	30	58	20
ENSMUSG00000165758	5885	3154	3079	3304
ENSMUSG00000166091	7	24	12	28
ENSMUSG00000112762	170	272	178	194
ENSMUSG00000100273	1113	1032	928	723
ENSMUSG00000136649	734	351	692	540
ENSMUSG00000106699	7	4	1	6
ENSMUSG00000218689	60	68	101	59
ENSMUSG00000159737	104	112	141	91
ENSMUSG00000127422	85	78	103	41
ENSMUSG00000119447	999	495	533	475
ENSMUSG00000168119	654	432	556	464
ENSMUSG00000115986	196	70	104	204
ENSMUSG00000207556	256	397	128	165
ENSMUSG00000184793	1680	1397	1489	1430
ENSMUSG00000102065	2812	1534	1527	1148
ENSMUSG00000208807	2	3	5	2
ENSMUSG00000174461	7831	8684	12374	9735
ENSMUSG00000218343	56	82	61	63
ENSMUSG00000181324	940	676	808	597
ENSMUSG00000135667	8	10	7	11
ENSMUSG00000102369	53	32	39	65
ENSMUSG00000214154	4	12	3	5
ENSMUSG00000148753	2833	1668	1138	1359
ENSMUSG00000174742	578	1214	629	925
ENSMUSG00000156625	154	144	154	168
ENSMUSG00000103850	104	108	123	122
ENSMUSG00000141609	392	295	339	400
ENSMUSG00000152122	17	12	21	28
ENSMUSG00000182397	24	37	73	30
ENSMUSG00000212952	15	50	18	35
ENSMUSG00000175479	2162	786	636	800
ENSMUSG00000152108	234	117	208	166
ENSMUSG00000108075	11	7	10	17
ENSMUSG00000204426	231	272	276	308
ENSMUSG00000169049	500	365	376	297
ENSMUSG00000116155	3116	1717	2458	1531
ENSMUSG00000111759	49	60	33	40
ENSMUSG00000167719	319	253	353	514
ENSMUSG00000192332	24467	12146	7709	7634
ENSMUSG00000150815	77	104	91	93
ENSMUSG00000176492	60	58	61	87
ENSMUSG00000123721	502	457	277	454
ENSMUSG00000214841	42	93	64	28
ENSMUSG00000206690	116	103	175	109
ENSMUSG00000170534	55	60	65	77
ENSMUSG00000189280	28	50	20	24
ENSMUSG00000140845	1413	543	687	718
ENSMUSG00000115396	38	95	94	44
ENSMUSG00000100025	50	17	17	6
ENSMUSG00000152452	34	98	94	61
ENSMUSG00000209397	91	84	148	116
ENSMUSG00000140931	372	167	263	139
ENSMUSG00000209118	769	721	1383	1235
ENSMUSG00000165717	4298	5621	9686	2934
ENSMUSG00000208615	11	11	3	9
ENSMUSG00000202924	69	152	92	91
ENSMUSG00000119756	11	2	3	10
ENSMUSG00000195894	151	430	176	198
ENSMUSG00000218692	434	341	205	464
ENSMUSG00000161949	44	49	17	62
ENSMUSG00000184336	22	24	30	35
ENSMUSG00000159586	30	22	33	14
ENSMUSG00000179448	4	7	5	3
ENSMUSG00000176247	578	685	353	661
ENSMUSG00000193703	6735	7479	8593	5639
ENSMUSG00000179314	10	21	13	20
ENSMUSG00000152530	4561	2806	2548	5595
ENSMUSG00000112578	117	158	103	152
ENSMUSG00000121726	8	5	6	13
ENSMUSG00000208486	299	309	607	465
ENSMUSG00000193556	469	608	605	466
ENSMUSG00000105033	148	201	292	524
ENSMUSG00000188066	140	109	59	82
ENSMUSG00000153925	4770	5581	2767	4421
