gene_id	N61311_untreated	N61311_dex	N052611_dex	N080611_dex	N61311R_dex
ENSG00000235519	145	49	86	47	53
ENSG00000249281	15777	9067	7271	11976	6473
ENSG00000178130	2	2	3	2	3
ENSG00000217145	16	16	17	23	22
ENSG00000101197	30	50	29	42	86
ENSG00000210201	36	19	17	35	15
ENSG00000129071	165	172	151	166	213
ENSG00000248647	233	197	239	232	210
ENSG00000141494	5173	8267	8412	5006	7346
ENSG00000133143	1679	701	801	787	1536
ENSG00000246978	1723	1681	2832	2243	1287
ENSG00000245109	291	371	237	351	615
ENSG00000201556	287	116	114	163	59
ENSG00000154524	30	14	46	44	42
ENSG00000107269	11	8	3	11	10
ENSG00000152407	16	26	27	25	30
ENSG00000162542	80	51	30	90	46
ENSG00000213319	1015	600	628	457	650
ENSG00000204825	11	7	5	7	9
ENSG00000124234	12	10	2	9	8
ENSG00000212945	201	389	431	283	229
ENSG00000130549	34	16	4	15	12
ENSG00000179560	243	193	300	284	228
ENSG00000236771	63	72	86	50	42
ENSG00000169211	13	34	47	29	34
ENSG00000152613	10	5	8	8	7
ENSG00000196145	85	60	184	152	187
ENSG00000180622	47	33	39	45	41
ENSG00000204571	41	34	44	41	35
ENSG00000130735	26	47	37	26	32
ENSG00000212332	278	171	140	161	218
ENSG00000159347	231	173	200	208	176
ENSG00000249312	1	3	5	3	4
ENSG00000125274	139	53	104	119	91
ENSG00000150093	224	346	451	296	344
ENSG00000110179	1531	1140	1439	1397	1096
ENSG00000213867	468	618	581	592	864
ENSG00000128366	170	318	244	189	196
ENSG00000133958	6	14	22	23	12
ENSG00000149576	41	35	35	36	40
ENSG00000217447	423	1071	984	935	1141
ENSG00000218277	93	27	34	31	65
ENSG00000177749	986	625	1098	1306	1292
ENSG00000215022	2113	1858	2942	1267	1319
ENSG00000116849	5	14	21	11	21
ENSG00000134393	415	220	507	259	471
ENSG00000201210	128	77	101	80	94
ENSG00000177476	9470	10317	4156	9676	7224
ENSG00000224245	635	615	676	1013	702
ENSG00000163390	43	75	34	90	30
ENSG00000245875	408	253	381	272	354
ENSG00000191080	15	29	38	11	14
ENSG00000212015	94	163	138	143	89
ENSG00000107766	467	197	168	137	185
ENSG00000202292	117	297	243	210	228
ENSG00000177877	346	129	163	286	254
ENSG00000109387	9	47	31	19	17
ENSG00000139584	1	2	3	6	3
ENSG00000217702	78	54	50	55	64
ENSG00000122633	16	25	30	17	13
ENSG00000234636	32	40	29	23	60
ENSG00000231506	9455	11070	7889	10482	9852
ENSG00000224291	1374	1758	1214	1303	2054
ENSG00000198216	101	125	149	105	173
ENSG00000151360	15	5	9	9	9
ENSG00000126657	15	15	7	12	13
ENSG00000224504	296	459	384	246	342
ENSG00000176003	1584	1205	1232	2058	1705
ENSG00000230320	65	100	60	122	51
ENSG00000114631	256	266	76	96	140
ENSG00000228228	286	219	233	243	166
ENSG00000134713	2040	1454	2509	2579	1707
ENSG00000170955	5	6	1	0	0
ENSG00000177171	226	223	155	102	205
ENSG00000147349	322	413	261	463	354
ENSG00000141387	740	1062	549	1074	1197
ENSG00000196325	207	650	416	218	664
ENSG00000107122	13	8	25	15	8
ENSG00000153166	29	50	34	28	35
ENSG00000166732	8	9	2	2	5
ENSG00000159593	215	141	288	184	278
ENSG00000217909	292	245	289	178	233
ENSG00000210222	596	346	299	847	300
ENSG00000245788	20	28	13	12	20
ENSG00000235443	23	19	10	3	11
ENSG00000247611	2282	3547	4267	1169	1988
ENSG00000116607	188	312	202	103	254
ENSG00000209779	10255	6456	5515	5857	3404
ENSG00000157971	295	488	437	505	425
ENSG00000232660	13	12	7	4	7
ENSG00000149101	375	452	461	609	873
ENSG00000217992	2534	1124	1760	744	2017
ENSG00000239066	73	103	46	40	43
ENSG00000160546	2	4	5	2	5
ENSG00000142136	456	544	502	442	290
ENSG00000131462	134	43	58	117	145
ENSG00000132992	156	288	327	308	201
ENSG00000191812	2	0	0	3	0
ENSG00000144514	278	327	347	506	305
ENSG00000211324	1	0	0	1	0
ENSG00000249222	26	15	17	27	27
ENSG00000200960	1059	418	553	1756	799
ENSG00000167288	1	4	2	5	7
ENSG00000137932	0	4	6	3	4
ENSG00000175584	81	95	75	86	69
ENSG00000163611	4712	3989	2574	4915	2903
ENSG00000131510	7094	4033	3296	7739	3208
ENSG00000138791	33	23	33	25	32
ENSG00000230712	1332	1351	1151	967	1444
ENSG00000231161	377	633	361	378	456
ENSG00000112847	367	239	147	203	321
ENSG00000194402	164	360	338	372	273
ENSG00000215173	28	47	29	24	21
ENSG00000199904	1118	1018	506	591	782
ENSG00000200396	1370	1688	1201	1577	682
ENSG00000159506	31404	23947	53223	39168	22758
ENSG00000202616	2080	1240	1492	1000	887
ENSG00000236043	0	2	1	1	0
ENSG00000143951	23	14	10	11	9
ENSG00000126213	235	179	333	215	230
ENSG00000162776	139	90	151	86	190
ENSG00000234616	3	4	3	1	3
ENSG00000146590	127	170	87	124	104
ENSG00000208361	90	68	65	94	104
ENSG00000248812	129	63	104	167	88
ENSG00000118790	56	56	109	126	157
ENSG00000185051	926	816	481	657	734
ENSG00000143039	2674	3359	2557	1841	1738
ENSG00000123860	391	499	484	706	682
ENSG00000233188	12	7	7	11	22
ENSG00000121019	39	22	17	48	26
ENSG00000142848	31	42	27	47	18
ENSG00000209575	223	117	138	159	138
ENSG00000151991	100	43	68	85	52
ENSG00000112469	73	61	71	87	67
ENSG00000248295	55	9	21	36	27
ENSG00000216640	1014	1170	1346	889	1147
ENSG00000147347	1027	1685	1188	1233	818
ENSG00000248791	732	802	751	721	1039
ENSG00000109741	130	89	115	88	69
ENSG00000111654	423	564	496	598	327
ENSG00000203530	25	26	44	31	25
ENSG00000238166	15	16	12	21	6
ENSG00000160317	143	48	33	53	42
ENSG00000197245	570	271	580	587	511
ENSG00000184771	101	99	97	134	90
ENSG00000186051	10	19	21	12	18
ENSG00000217808	180	180	167	148	134
ENSG00000145320	415	360	274	206	390
ENSG00000172661	226	227	160	247	197
ENSG00000103182	50	40	18	45	20
ENSG00000194020	171	215	236	163	245
ENSG00000172457	82	73	67	90	65
ENSG00000178041	55	57	84	95	80
ENSG00000118279	181	203	86	99	98
ENSG00000132309	438	312	614	714	660
ENSG00000172766	6337	6917	6374	5296	6755
ENSG00000153160	2670	4308	3750	2501	2081
ENSG00000174224	336	421	318	332	508
ENSG00000141203	42	56	65	75	26
ENSG00000145884	85	76	116	63	41
ENSG00000125868	93	54	71	69	51
ENSG00000151482	1634	1134	2467	961	913
ENSG00000232579	3	0	1	0	0
ENSG00000215066	147	295	278	283	275
ENSG00000234481	4	1	5	2	4
ENSG00000184120	192	124	127	173	107
ENSG00000191678	1694	3171	1675	2048	2889
ENSG00000244281	25	14	24	20	34
ENSG00000107548	3	2	2	1	1
ENSG00000206731	2359	1859	1423	895	1883
ENSG00000107505	2639	4422	3211	2298	1981
ENSG00000129825	384	519	450	342	377
ENSG00000115687	1456	1620	2273	1877	2925
ENSG00000221069	18	25	24	43	11
ENSG00000139913	1046	1626	1788	1601	1055
ENSG00000165891	4534	2873	5721	2962	2898
ENSG00000130033	301	753	797	872	753
ENSG00000228453	359	280	179	341	219
ENSG00000124020	1343	1471	1888	1421	1969
ENSG00000167121	2079	1242	994	2093	1978
ENSG00000168125	54	29	32	34	32
ENSG00000217037	1341	1840	2178	3367	2263
ENSG00000156210	405	484	843	420	860
ENSG00000110215	124	175	175	179	169
ENSG00000105527	2967	1556	3108	2323	1663
ENSG00000165376	883	676	952	1048	867
ENSG00000137552	906	524	375	822	701
ENSG00000175433	39	29	40	26	80
ENSG00000131795	939	935	673	721	788
ENSG00000217960	11	11	26	17	16
ENSG00000167830	130	174	227	114	46
ENSG00000135956	2	3	7	2	1
ENSG00000209103	3	8	4	2	5
ENSG00000124505	497	384	390	373	369
ENSG00000168248	79	172	174	90	93
ENSG00000163644	223	177	123	236	146
ENSG00000124695	409	604	648	320	631
ENSG00000186601	317	285	459	348	253
ENSG00000112664	13	30	47	14	12
ENSG00000217272	151	172	283	203	156
ENSG00000107070	108	149	194	93	233
ENSG00000196775	29	60	74	40	52
ENSG00000134287	90	114	119	146	78
ENSG00000136500	101	101	82	53	101
ENSG00000221360	58	32	30	29	42
ENSG00000111872	49	54	53	29	69
ENSG00000111798	219	235	213	110	216
ENSG00000230608	9197	6526	4786	8341	14983
ENSG00000170346	35	20	36	24	31
ENSG00000112398	373	487	432	286	491
ENSG00000202523	16	3	7	4	5
ENSG00000170575	5267	3723	2747	4461	3045
ENSG00000219061	63	58	98	101	55
ENSG00000151153	195	233	420	153	178
ENSG00000227971	2071	1947	1814	996	1532
ENSG00000140268	637	1041	864	1212	1159
ENSG00000148826	13	6	5	10	9
ENSG00000181618	337	384	469	600	492
ENSG00000115676	93	72	45	59	121
ENSG00000186957	420	495	399	427	409
ENSG00000132268	437	192	268	128	254
ENSG00000121245	587	536	1229	563	540
ENSG00000132491	143	335	223	250	225
ENSG00000120068	85	134	169	227	112
ENSG00000216833	1658	945	1304	741	1291
ENSG00000106336	11	8	2	7	4
ENSG00000117531	60	79	49	71	85
ENSG00000219222	11	18	22	12	20
ENSG00000116562	150	98	96	110	86
ENSG00000177763	45	49	24	40	15
ENSG00000114465	92	139	63	168	132
ENSG00000117590	36	70	67	67	80
ENSG00000114532	25	75	57	46	62
ENSG00000159514	8	5	14	4	8
ENSG00000219864	195	91	140	165	172
ENSG00000115821	377	202	261	380	321
ENSG00000249756	78	49	45	59	27
ENSG00000211747	53	53	47	23	33
ENSG00000216457	29	52	22	31	54
ENSG00000242689	3601	3809	2423	4331	7361
ENSG00000243738	216	177	224	105	108
ENSG00000148197	335	204	426	360	242
ENSG00000249951	82	74	72	85	54
ENSG00000225392	40	61	48	56	43
ENSG00000174684	35	23	26	20	16
ENSG00000241006	3635	4615	3144	2197	4254
ENSG00000178205	5	2	9	5	5
ENSG00000101194	278	185	149	435	450
ENSG00000164755	161	88	124	128	165
ENSG00000190294	67	98	58	101	69
ENSG00000234944	14	8	9	11	6
ENSG00000102745	13	11	9	8	18
ENSG00000206889	1140	1004	1233	1520	697
ENSG00000247320	51	54	22	33	62
ENSG00000162900	1231	570	1109	705	1259
ENSG00000113096	512	654	720	779	349
ENSG00000192741	361	303	571	511	415
ENSG00000118683	415	766	851	683	605
ENSG00000131690	8	18	9	32	12
ENSG00000172898	35	31	35	36	44
ENSG00000180603	423	779	775	851	511
ENSG00000138394	16	10	11	11	8
ENSG00000136400	4089	2607	3102	4467	3545
ENSG00000184144	54	79	60	63	47
ENSG00000174033	172	113	158	126	111
ENSG00000137163	17	12	16	23	15
ENSG00000186859	646	170	93	121	256
ENSG00000210812	29	39	22	44	17
ENSG00000186036	80	170	101	76	55
ENSG00000108742	7	13	20	13	10
ENSG00000218976	1438	2280	1357	1790	1021
ENSG00000219550	6	4	1	14	3
ENSG00000114156	329	321	251	335	404
ENSG00000156283	196	176	316	176	216
ENSG00000242854	757	557	311	418	413
ENSG00000182496	27	21	15	23	13
ENSG00000208636	610	1411	1673	866	1102
ENSG00000242300	1123	1164	801	985	1033
ENSG00000144581	173	180	127	276	152
ENSG00000234389	180	308	234	328	268
ENSG00000151945	103	66	166	76	99
ENSG00000165356	423	544	675	487	545
ENSG00000134881	31	35	28	11	35
ENSG00000179460	338	412	467	485	387
ENSG00000122682	347	505	374	238	466
ENSG00000246331	7	6	9	15	13
ENSG00000233551	0	0	2	0	1
ENSG00000222721	143	88	159	152	75
ENSG00000137485	205	140	102	203	114
ENSG00000177796	1815	2643	1586	2317	1267
ENSG00000150507	341	212	200	105	91
ENSG00000196079	63	48	36	59	56
ENSG00000186609	6	12	12	9	9
ENSG00000205509	116	114	124	100	145
ENSG00000100867	91	45	47	35	48
ENSG00000115384	13	16	13	21	5
ENSG00000106501	81	197	106	86	98
ENSG00000192882	708	936	652	1437	1777
ENSG00000147238	98	180	217	169	154
ENSG00000155900	21	12	12	23	15
ENSG00000124113	455	260	520	319	210
ENSG00000217733	10	14	14	21	21
ENSG00000189525	5	9	6	10	16
ENSG00000102326	284	509	362	382	176
ENSG00000229438	35	35	40	44	77
ENSG00000191649	1035	1696	610	980	1214
ENSG00000214247	129	369	215	299	248
ENSG00000134875	36	28	27	26	46
ENSG00000156032	374	205	285	306	133
ENSG00000235575	2989	1901	1854	5054	1495
ENSG00000244436	64	82	116	73	149
ENSG00000231722	22	26	21	26	21
ENSG00000222639	57	35	47	68	37
ENSG00000203354	24	30	37	22	22
ENSG00000239652	7	11	15	18	7
ENSG00000203098	9	13	12	10	15
ENSG00000148173	210	175	312	371	372
ENSG00000164591	1566	1665	1736	1312	1472
ENSG00000183283	56	81	81	87	72
ENSG00000143980	885	1017	528	657	1048
ENSG00000238833	757	1017	1075	1222	1242
ENSG00000141241	2709	3731	4006	2218	4652
ENSG00000210690	83	76	229	105	50
ENSG00000199919	57	113	124	101	84
ENSG00000118570	467	316	318	462	518
ENSG00000163800	181	249	267	175	297
ENSG00000202892	272	336	384	487	285
ENSG00000169106	1068	2005	3157	1666	1598
ENSG00000204085	54	41	81	22	72
ENSG00000247958	276	261	235	205	269
ENSG00000155323	27	11	24	26	15
ENSG00000202748	73	61	57	108	99
ENSG00000129389	34	45	60	22	33
ENSG00000227572	26	33	33	43	42
ENSG00000214173	153	78	140	134	86
ENSG00000137819	41	50	49	39	65
ENSG00000185413	565	217	379	280	170
ENSG00000199380	949	871	744	538	945
ENSG00000148067	2	6	5	3	3
ENSG00000166544	1463	828	1208	1407	1383
ENSG00000153114	2	2	0	4	1
ENSG00000242147	214	178	215	280	337
ENSG00000241102	693	746	1034	273	361
ENSG00000205361	41	59	20	57	13
ENSG00000178380	53	83	88	76	88
ENSG00000115857	31	53	46	40	23
ENSG00000135721	946	702	254	638	583
ENSG00000234490	1	2	2	0	0
ENSG00000239959	14	25	14	32	23
ENSG00000123910	2	5	1	5	5
ENSG00000195770	299	129	210	151	127
ENSG00000214520	1356	1514	2383	1226	1748
ENSG00000167120	1508	1304	1190	1799	1662
ENSG00000159494	368	187	695	360	299
ENSG00000133406	462	185	247	500	275
ENSG00000124084	34	16	41	41	32
ENSG00000220471	1863	2005	1282	1375	1426
ENSG00000161638	751	583	651	285	612
ENSG00000197010	33	29	11	26	33
ENSG00000141795	5	5	13	12	1
ENSG00000172694	38	44	39	70	43
ENSG00000195448	1505	962	914	1860	1174
ENSG00000101938	1665	2825	751	1623	1887
ENSG00000168469	7481	4077	4089	2182	4020
ENSG00000171494	43	31	53	31	24
ENSG00000150576	64	42	61	83	92
ENSG00000186608	6192	1981	2600	1960	2386
ENSG00000216443	214	306	306	296	185
ENSG00000117310	1452	508	1117	687	566
ENSG00000112008	10	11	5	4	14
ENSG00000191319	72	68	64	57	41
ENSG00000233698	120	181	139	93	210
ENSG00000211909	124	96	55	73	77
ENSG00000186193	62	44	71	55	69
ENSG00000179853	4	6	9	14	4
ENSG00000117800	2592	4344	1665	3106	3619
ENSG00000248678	162	256	161	286	122
ENSG00000104360	1	13	3	6	10
ENSG00000155448	2372	817	838	827	748
ENSG00000187470	175	273	191	155	204
ENSG00000191048	536	957	322	381	556
ENSG00000112901	110	90	137	100	53
ENSG00000181095	39	36	26	29	46
ENSG00000116647	39	42	24	28	46
ENSG00000140500	206	246	366	462	412
ENSG00000183242	979	878	781	1131	904
ENSG00000171020	182	509	408	187	442
ENSG00000101187	338	723	548	634	890
ENSG00000218836	1422	1627	1233	1996	791
ENSG00000164874	780	183	181	124	220
ENSG00000217229	1160	1601	1092	1241	1115
ENSG00000172858	955	997	1327	900	2360
ENSG00000113803	559	270	239	295	251
ENSG00000124388	168	93	156	103	223
ENSG00000179920	41	25	56	99	38
ENSG00000193752	31	18	13	21	10
ENSG00000223118	13	2	1	4	5
ENSG00000119323	1587	2166	2690	1805	2303
ENSG00000150174	111	83	120	106	147
ENSG00000184815	95	24	44	73	40
ENSG00000227859	2585	3294	3870	3912	1531
ENSG00000162124	1128	1105	869	804	1936
ENSG00000216192	249	87	180	167	132
ENSG00000148781	679	831	905	1129	1954
ENSG00000152023	323	111	118	134	132
ENSG00000125464	873	509	154	345	293
ENSG00000237092	3526	8838	7818	7126	3248
ENSG00000101416	1847	2510	1115	1041	864
ENSG00000100280	96	95	136	122	133
ENSG00000226457	406	780	737	868	665
ENSG00000118059	1461	605	1553	1746	2094
ENSG00000127258	104	157	110	139	190
ENSG00000128928	86	116	60	59	53
ENSG00000148854	5587	2892	9846	5220	6511
ENSG00000202671	32	93	61	62	90
ENSG00000181710	12	12	23	11	9
ENSG00000212475	336	144	171	208	178
ENSG00000186156	15546	16065	17673	23704	7936
ENSG00000191675	782	815	703	640	773
ENSG00000134684	774	1018	923	1373	887
ENSG00000188405	3	4	0	4	2
ENSG00000209497	59	92	52	80	55
ENSG00000189449	3035	2445	2721	1652	2249
ENSG00000221449	161	79	68	49	93
ENSG00000114160	1633	2531	2933	2186	2783
ENSG00000112535	704	581	361	680	502
ENSG00000235275	847	513	351	217	405
ENSG00000152294	8585	2075	5897	3702	7271
ENSG00000214982	103	87	72	122	72
ENSG00000179806	57	112	78	28	90
ENSG00000220882	280	187	241	108	220
ENSG00000180660	527	216	318	290	247
ENSG00000190111	6	6	6	7	12
ENSG00000109001	1401	2368	1798	2702	3062
ENSG00000147789	367	215	270	327	376
ENSG00000104290	107	168	227	149	188
ENSG00000238231	874	701	385	756	494
ENSG00000123943	51	108	87	69	101
ENSG00000212661	4433	3096	1220	1559	2830
ENSG00000198105	243	253	216	195	236
ENSG00000217580	761	354	1273	1090	603
ENSG00000148647	23	41	54	35	24
ENSG00000163061	217	124	98	124	81
ENSG00000244441	664	325	401	522	408
ENSG00000156176	22	41	25	24	17
ENSG00000164572	44	58	50	40	52
ENSG00000128038	318	149	149	209	146
ENSG00000149770	772	954	2639	1513	1393
ENSG00000206652	625	992	664	1141	970
ENSG00000145439	1582	967	1205	729	1208
ENSG00000205783	315	444	299	440	338
ENSG00000200935	907	1228	535	1512	1745
ENSG00000184588	2830	4826	8875	2677	4738
ENSG00000240088	236	369	221	162	129
ENSG00000156267	402	462	436	297	428
ENSG00000175264	454	504	539	339	624
ENSG00000210164	2	0	3	6	3
ENSG00000167173	573	211	103	154	179
ENSG00000118193	618	413	487	396	578
ENSG00000156462	1442	963	660	1322	943
ENSG00000169251	109	79	56	69	75
ENSG00000136550	1996	1426	1567	1552	700
ENSG00000202080	40	24	69	65	48
ENSG00000142687	79	128	139	198	114
ENSG00000237546	10982	4820	3484	6617	6392
ENSG00000237984	14	7	22	12	7
ENSG00000209553	158	166	180	152	172
ENSG00000144674	141	155	133	103	103
ENSG00000184587	120	137	127	126	142
ENSG00000144240	150	41	37	53	67
ENSG00000164004	515	709	592	1101	983
ENSG00000101628	27	22	13	39	15
ENSG00000236888	10	21	11	10	14
ENSG00000184724	361	521	547	208	786
ENSG00000106953	13	13	19	30	19
ENSG00000104633	440	319	526	496	469
ENSG00000120657	194	193	270	225	208
ENSG00000165274	48	40	54	60	57
ENSG00000227267	60	44	99	64	92
ENSG00000132017	93	79	105	152	151
ENSG00000224913	393	246	128	390	312
ENSG00000190391	36	50	51	46	27
ENSG00000102831	106	108	109	81	106
ENSG00000104598	9	10	12	13	11
ENSG00000186735	63	71	67	42	153
ENSG00000122185	5	4	8	4	5
ENSG00000123250	150	115	64	173	147
ENSG00000155834	78	66	28	65	63
ENSG00000141232	12096	9430	10369	4803	11100
ENSG00000179424	2544	2340	1790	1350	1555
ENSG00000158098	67	124	69	119	90
ENSG00000114559	623	1477	2358	1060	1135
ENSG00000176199	327	330	218	414	141
ENSG00000242337	27	19	8	23	9
ENSG00000208022	0	2	1	1	0
ENSG00000249172	1997	1431	777	1436	1215
ENSG00000162392	299	242	409	273	403
ENSG00000230854	6	1	3	4	8
ENSG00000154100	915	467	538	574	691
ENSG00000239803	1360	854	304	984	1666
ENSG00000247446	27	60	29	45	65
ENSG00000155249	675	414	495	753	567
ENSG00000239191	4	3	7	1	4
ENSG00000169557	97	87	100	180	77
ENSG00000213896	201	187	111	210	220
ENSG00000194169	758	807	636	574	739
ENSG00000105768	376	352	330	258	294
ENSG00000129722	335	341	234	231	303
ENSG00000166180	552	547	435	662	437
ENSG00000152127	66	36	38	37	41
ENSG00000203236	2798	2342	2471	1625	2610
ENSG00000184031	120	63	75	97	52
ENSG00000179446	514	704	919	1346	845
ENSG00000122525	158	220	133	112	150
ENSG00000165178	117	46	67	79	147
ENSG00000131542	543	492	374	794	293
ENSG00000165336	256	438	394	439	413
ENSG00000236540	3086	1719	1770	3481	3697
ENSG00000161650	1530	1969	907	1312	1275
ENSG00000196569	68	75	42	54	52
ENSG00000116163	268	492	480	523	439
ENSG00000226006	456	300	191	174	218
ENSG00000225211	78	44	52	25	18
ENSG00000205627	10	12	26	15	9
ENSG00000179091	300	334	300	257	178
ENSG00000176556	56	26	38	71	55
ENSG00000239039	16	26	29	13	21
ENSG00000242607	101	112	60	109	112
ENSG00000120669	327	289	274	180	380
ENSG00000119362	482	247	197	144	153
ENSG00000115569	15	18	12	15	16
ENSG00000172827	40	41	23	34	26
ENSG00000189542	2347	2295	3689	1744	2171
ENSG00000122895	27	34	31	37	30
ENSG00000168602	84	39	120	100	64
ENSG00000104885	18467	10733	14384	12823	16658
ENSG00000209059	228	269	281	340	293
ENSG00000193768	88	41	46	36	46
ENSG00000213486	8	7	2	3	1
ENSG00000220200	327	182	194	265	319
ENSG00000107347	15	20	7	16	4
ENSG00000127185	137	131	174	103	189
ENSG00000182736	24	28	12	16	34
ENSG00000181354	6	7	5	4	7
ENSG00000113666	4685	4106	3502	2335	2531
ENSG00000185128	137	103	164	108	165
ENSG00000188820	1187	518	984	833	1200
ENSG00000162039	984	596	909	797	520
ENSG00000190542	63	24	18	43	33
ENSG00000241289	315	208	255	155	193
ENSG00000110404	105	90	46	104	67
ENSG00000102320	781	780	1095	618	950
ENSG00000219943	258	334	306	286	444
ENSG00000239361	64	106	90	53	104
ENSG00000190927	4092	7794	5793	4583	4888
ENSG00000147684	1279	364	629	385	428
ENSG00000184544	474	464	393	492	490
ENSG00000146875	62	29	31	17	21
ENSG00000152763	746	345	199	369	314
ENSG00000171758	6	21	9	7	5
ENSG00000243823	526	299	288	350	235
ENSG00000178824	13	15	16	30	15
ENSG00000236462	203	259	253	331	231
ENSG00000136746	40	67	75	101	90
ENSG00000225644	236	388	147	252	209
ENSG00000238200	223	294	265	257	236
ENSG00000171546	33	103	121	80	125
ENSG00000163138	89	104	109	101	131
ENSG00000152755	6	7	11	3	9
ENSG00000206660	1	5	5	3	2
ENSG00000182489	2341	1257	2116	1547	1932
ENSG00000158559	653	382	419	738	394
ENSG00000154027	7	5	9	9	7
ENSG00000149352	8496	7090	5071	8446	7206
ENSG00000213803	14	31	34	23	47
ENSG00000125200	352	284	397	492	517
ENSG00000157217	274	458	280	385	255
ENSG00000219730	86	128	220	85	134
ENSG00000121100	582	280	643	657	1185
ENSG00000100666	17	11	13	15	3
ENSG00000239654	172	175	258	159	130
ENSG00000212559	183	96	59	86	112
ENSG00000125616	186	274	66	81	226
ENSG00000171328	68	112	46	157	104
ENSG00000232992	31	28	35	33	36
ENSG00000205670	31	26	20	10	27
ENSG00000245828	781	1148	1035	795	525
ENSG00000249274	38	26	9	24	42
ENSG00000177143	297	242	405	417	272
ENSG00000109695	402	213	173	190	220
ENSG00000249518	90	110	117	142	88
ENSG00000219435	320	239	182	332	161
ENSG00000185418	498	356	603	424	577
ENSG00000163762	134	23	39	38	46
ENSG00000208708	183	168	273	264	259
ENSG00000224169	3285	10491	5523	6301	5291
ENSG00000214642	43	14	8	13	14
ENSG00000219572	94	51	93	79	70
ENSG00000230808	51	18	27	34	36
ENSG00000198463	4671	8406	5496	6711	6468
ENSG00000209790	7	10	14	5	8
ENSG00000124035	94	127	111	320	78
ENSG00000207704	544	1258	1016	686	710
ENSG00000191311	32	34	30	27	36
ENSG00000247552	127	103	109	79	159
ENSG00000182074	44	30	15	30	30
ENSG00000173329	7	9	20	6	9
ENSG00000112061	52	85	169	108	89
ENSG00000222436	236	259	423	227	677
ENSG00000228457	73	117	76	36	58
ENSG00000134449	343	146	310	226	186
ENSG00000246810	474	544	741	352	838
ENSG00000128763	3284	1706	1678	1941	1131
ENSG00000150023	17	10	5	21	23
ENSG00000213166	864	268	303	501	525
ENSG00000239220	47	31	46	26	50
ENSG00000189550	0	2	3	2	6
ENSG00000208896	48	26	31	20	43
ENSG00000196083	1032	576	650	314	855
ENSG00000187048	216	265	136	328	350
ENSG00000145492	16	14	19	12	19
ENSG00000154930	3376	2751	3570	3626	3127
ENSG00000185462	266	275	374	258	293
ENSG00000243234	153	169	171	97	98
ENSG00000233419	39	65	44	63	90
ENSG00000245635	393	360	389	371	379
ENSG00000187721	40	55	62	70	42
ENSG00000234271	833	1112	1129	1190	1584
ENSG00000135728	161	340	382	299	344
ENSG00000142070	364	400	609	775	413
ENSG00000212714	116	85	107	46	45
ENSG00000190283	5	6	8	5	4
ENSG00000136997	261	302	245	230	412
ENSG00000188102	26	12	15	16	23
ENSG00000109818	122	169	139	156	67
ENSG00000148312	192	153	212	127	260
ENSG00000180007	33	39	32	50	36
ENSG00000105565	882	1351	518	1453	714
ENSG00000140392	6	3	15	11	10
ENSG00000221845	2360	1144	2741	1413	2076
ENSG00000141495	39	43	15	51	42
ENSG00000163176	574	1279	1392	986	1464
ENSG00000141522	1782	1314	1726	2268	2235
ENSG00000214288	24	19	30	28	19
ENSG00000108332	18	42	27	35	17
ENSG00000203815	1576	675	982	1072	632
ENSG00000155240	291	212	255	273	217
ENSG00000138961	248	133	202	180	196
ENSG00000238786	3	4	4	0	3
ENSG00000174786	3	5	9	5	8
ENSG00000223095	304	417	435	566	416
ENSG00000108471	1815	2062	2948	2194	2286
ENSG00000188693	32	19	54	40	37
ENSG00000237685	25	14	26	30	22
ENSG00000113528	201	174	372	208	284
ENSG00000152597	342	414	275	458	313
ENSG00000222480	355	565	566	476	507
ENSG00000163079	48	58	48	44	74
ENSG00000188193	4	4	1	1	2
ENSG00000113348	2653	3041	3971	2591	3872
ENSG00000162355	41	32	61	70	56
ENSG00000177011	1358	2113	1168	1173	2954
ENSG00000132055	1	2	3	1	1
ENSG00000222154	328	400	303	344	283
ENSG00000235508	36	42	48	46	71
ENSG00000145790	22	19	11	18	17
ENSG00000141894	896	1118	1250	1289	737
ENSG00000208898	2145	1291	2799	1627	1507
ENSG00000159051	23	27	60	47	43
ENSG00000119521	331	585	439	551	437
ENSG00000104967	23	15	14	8	20
ENSG00000234773	51	49	49	58	47
ENSG00000205310	88	142	97	52	39
ENSG00000137415	67	102	146	82	37
ENSG00000111680	1407	541	209	404	341
ENSG00000238636	22	20	18	15	8
ENSG00000119894	495	990	1494	1309	560
ENSG00000131991	1189	1227	973	862	893
ENSG00000237353	222	56	74	62	121
ENSG00000175568	20	15	10	8	20
ENSG00000129675	0	0	1	1	0
ENSG00000192908	82	67	108	113	89
ENSG00000207405	46	13	26	28	27
ENSG00000170905	154	191	143	94	96
ENSG00000131920	17	18	22	12	17
ENSG00000211893	182	154	73	137	138
ENSG00000207703	229	166	124	44	97
ENSG00000165460	139	127	114	92	188
ENSG00000106167	228	467	314	187	135
ENSG00000192478	320	323	153	417	162
ENSG00000238422	349	747	810	855	1137
ENSG00000249243	28	11	30	54	34
ENSG00000129244	402	880	564	550	682
ENSG00000199763	132	107	159	132	153
ENSG00000130079	55	81	102	53	82
ENSG00000170314	16	20	24	48	21
ENSG00000221660	2756	3593	3648	3891	2642
ENSG00000153941	184	159	195	427	296
ENSG00000186233	64	49	59	63	56
ENSG00000217373	124	82	157	153	199
ENSG00000186673	182	219	126	146	122
ENSG00000122140	67	42	38	55	55
ENSG00000141828	6	8	17	17	7
