gene_id	SRR493366	SRR493369	SRR493370	SRR493371
ENSG00000101982	352	402	184	299
ENSG00000236457	1978	824	1420	843
ENSG00000177255	6	2	12	3
ENSG00000129149	51	67	59	64
ENSG00000242854	40	49	28	86
ENSG00000105263	467	348	504	527
ENSG00000235584	26	30	33	44
ENSG00000242536	99	61	49	37
ENSG00000160992	5	5	11	14
ENSG00000165356	12	26	11	13
ENSG00000150584	15	20	22	16
ENSG00000198256	712	1344	1076	908
ENSG00000179460	18	16	24	17
ENSG00000118948	1	0	1	3
ENSG00000185452	188	496	264	338
ENSG00000159242	50	55	68	50
ENSG00000103242	468	479	418	755
ENSG00000238199	506	872	451	324
ENSG00000163667	56	65	109	98
ENSG00000115712	55	29	54	51
ENSG00000166585	36	69	22	50
ENSG00000162546	117	166	172	117
ENSG00000223556	44	24	42	32
ENSG00000150954	321	316	159	208
ENSG00000233300	2164	2389	2040	1931
ENSG00000143460	49	32	59	65
ENSG00000136048	21	32	41	24
ENSG00000124113	37	57	29	42
ENSG00000229885	281	571	435	554
ENSG00000118050	705	396	295	489
ENSG00000204363	1508	1716	3555	2811
ENSG00000170150	705	668	823	770
ENSG00000245939	177	128	178	205
ENSG00000175685	183	190	344	482
ENSG00000196488	11	10	10	6
ENSG00000244745	414	356	459	447
ENSG00000137190	204	343	167	179
ENSG00000100558	10389	9931	6582	9274
ENSG00000114769	2506	2599	1288	2277
ENSG00000100775	12	37	20	23
ENSG00000143339	63	42	42	56
ENSG00000119566	787	1221	1344	796
ENSG00000193238	4	1	3	0
ENSG00000175046	21	13	22	6
ENSG00000172553	274	251	338	224
ENSG00000218735	335	325	695	773
ENSG00000127057	227	258	338	251
ENSG00000126854	1031	1005	1729	1412
ENSG00000183095	133	62	124	56
ENSG00000204738	123	149	188	232
ENSG00000246406	109	50	96	137
ENSG00000181436	7	24	21	15
ENSG00000176153	198	117	154	107
ENSG00000212680	67	43	36	76
ENSG00000219306	216	119	145	128
ENSG00000195876	1	1	0	2
ENSG00000242711	139	159	100	232
ENSG00000112002	87	46	40	57
ENSG00000192152	37	33	38	45
ENSG00000145165	192	113	213	171
ENSG00000168446	65	35	58	35
ENSG00000178794	374	1183	1675	892
ENSG00000222132	1136	1901	2182	1807
ENSG00000187166	770	590	1684	831
ENSG00000159703	1751	1357	730	882
ENSG00000122356	258	201	225	412
ENSG00000145042	263	119	226	175
ENSG00000191655	16	6	8	15
ENSG00000132962	88	56	60	60
ENSG00000209658	1270	2764	2123	2164
ENSG00000122906	704	788	652	713
ENSG00000220123	54	37	71	70
ENSG00000240102	153	124	240	258
ENSG00000129228	946	1016	1186	461
ENSG00000146467	129	44	142	75
ENSG00000192392	3501	2690	2971	2804
ENSG00000227011	38	58	13	28
ENSG00000214463	555	707	728	990
ENSG00000167366	704	387	455	506
ENSG00000157171	242	145	340	231
ENSG00000217997	208	336	182	289
ENSG00000127510	246	709	399	500
ENSG00000249608	3	2	2	0
ENSG00000132450	216	279	474	391
ENSG00000231445	1510	475	1893	1044
ENSG00000124084	484	242	355	202
ENSG00000193730	2130	1327	2112	1459
ENSG00000133526	5	17	12	13
ENSG00000196829	127	167	116	75
ENSG00000141795	350	315	252	215
ENSG00000174297	102	55	124	72
ENSG00000174594	1743	1878	603	965
ENSG00000134390	404	389	402	293
ENSG00000113858	53	27	29	50
ENSG00000240913	972	587	876	832
ENSG00000156991	1065	1048	700	700
ENSG00000210000	54	23	109	82
ENSG00000176463	529	472	709	263
ENSG00000129107	555	175	578	333
ENSG00000201273	162	291	328	271
ENSG00000118096	31	6	10	20
ENSG00000113839	1742	998	2957	1668
ENSG00000200325	339	740	844	347
ENSG00000182619	108	143	195	146
ENSG00000214210	252	142	399	237
ENSG00000215264	277	397	413	489
ENSG00000118175	62	61	92	74
ENSG00000219879	28	59	43	48
ENSG00000104355	330	183	207	105
ENSG00000171396	13	46	32	44
ENSG00000215134	89	49	76	62
ENSG00000164019	8	21	22	18
ENSG00000169550	94	82	68	36
ENSG00000125446	1447	1120	1337	1371
ENSG00000144225	191	241	203	185
ENSG00000244851	211	193	156	190
ENSG00000228429	62	80	42	92
ENSG00000180413	140	94	98	35
ENSG00000231619	6	6	10	13
ENSG00000171571	3144	2272	3386	2548
ENSG00000112139	35	23	34	31
ENSG00000206568	4	3	1	8
ENSG00000217229	506	338	381	362
ENSG00000230844	255	167	310	143
ENSG00000202990	28	74	56	34
ENSG00000119495	6	9	4	6
ENSG00000118464	10	5	5	7
ENSG00000199973	4108	3270	2921	3748
ENSG00000208748	36	125	86	126
ENSG00000193752	50	30	20	37
ENSG00000232183	5650	8268	7181	8763
ENSG00000184815	26	71	63	29
ENSG00000157919	14	35	13	32
ENSG00000166239	328	832	623	360
ENSG00000210968	354	299	194	207
ENSG00000142405	2272	5980	4038	1286
ENSG00000236486	3	8	11	3
ENSG00000140321	420	244	397	255
ENSG00000167715	2	7	2	9
ENSG00000167184	519	345	602	348
ENSG00000119086	70	33	63	54
ENSG00000110044	154	27	65	101
ENSG00000192013	56	27	41	50
ENSG00000148854	677	439	1089	800
ENSG00000245540	4336	4690	4046	3241
ENSG00000132193	109	146	110	69
ENSG00000122533	60	114	48	39
ENSG00000205823	81	45	61	72
ENSG00000181710	212	277	643	359
ENSG00000120754	33	26	17	15
ENSG00000152340	100448	43370	58084	58170
ENSG00000163057	66	99	100	130
ENSG00000211290	6932	3640	5607	6281
ENSG00000114270	63	226	183	146
ENSG00000122337	11	9	4	8
ENSG00000178881	4	12	7	3
ENSG00000201706	80	126	64	38
ENSG00000181442	20	23	18	43
ENSG00000180660	91	86	133	101
ENSG00000111738	9	26	6	7
ENSG00000123189	18902	16792	18165	17182
ENSG00000164952	7773	9401	12498	8322
ENSG00000164673	2	2	2	7
ENSG00000104290	510	336	545	364
ENSG00000152871	1352	1524	1223	2441
ENSG00000238231	37	66	108	67
ENSG00000123767	92	87	111	66
ENSG00000122789	1434	1665	992	1855
ENSG00000101523	318	233	474	484
ENSG00000227531	7	19	16	22
ENSG00000132614	2091	1988	1060	849
ENSG00000242204	42	45	33	51
ENSG00000233072	4428	6118	7601	6535
ENSG00000153670	17	23	30	16
ENSG00000197230	2	1	1	1
ENSG00000209526	129	180	242	227
ENSG00000119155	1073	1140	1622	3798
ENSG00000210276	324	300	376	379
ENSG00000208027	406	249	131	264
ENSG00000156176	29	18	20	23
ENSG00000207860	549	1049	681	990
ENSG00000112732	4	4	3	3
ENSG00000119298	424	571	674	396
ENSG00000144234	22	15	11	8
ENSG00000128038	45	56	53	31
ENSG00000205783	2	10	11	14
ENSG00000123605	24	12	12	36
ENSG00000156961	1277	4982	3091	3534
ENSG00000156462	6	18	6	17
ENSG00000120525	167	281	232	152
ENSG00000178889	28	13	27	37
ENSG00000127735	1593	765	1658	1788
ENSG00000186979	10	12	9	15
ENSG00000168668	80	112	211	153
ENSG00000232031	985	701	754	923
ENSG00000219970	12497	19238	17471	12376
ENSG00000185755	9	19	5	15
ENSG00000144293	35	18	13	19
ENSG00000249827	145	90	137	98
ENSG00000105838	1883	3827	3074	2368
ENSG00000238278	21	12	17	20
ENSG00000241914	616	834	845	567
ENSG00000159221	38	35	51	45
ENSG00000245068	22	17	10	20
ENSG00000109365	6	9	9	4
ENSG00000236888	110	177	215	125
ENSG00000195218	1201	496	1082	989
ENSG00000118521	68	76	92	136
ENSG00000178347	2	2	2	0
ENSG00000147828	83	47	40	48
ENSG00000169730	1340	822	725	1100
ENSG00000132017	452	923	1252	1071
ENSG00000205819	266	129	134	200
ENSG00000115429	1816	2291	2352	3684
ENSG00000244446	9	15	6	10
ENSG00000124767	28	10	10	20
ENSG00000113153	10239	9896	13194	23151
ENSG00000106774	226	461	529	327
ENSG00000207783	68	38	115	87
ENSG00000216312	49	42	60	60
ENSG00000238408	0	1	1	0
ENSG00000122185	822	498	617	825
ENSG00000113993	3	0	0	3
ENSG00000241087	3	1	1	4
ENSG00000230116	153	181	183	130
ENSG00000178301	3263	1954	2527	1839
ENSG00000136835	26	70	95	59
ENSG00000176199	327	249	374	136
ENSG00000129949	88	54	83	61
ENSG00000211507	352	304	247	203
ENSG00000170050	1	4	6	7
ENSG00000105448	9826	9795	13751	9476
ENSG00000192822	30	21	17	14
ENSG00000148922	473	367	308	342
ENSG00000117649	3	2	2	0
ENSG00000148161	5951	3993	4439	3338
ENSG00000139903	192	400	217	224
ENSG00000226475	23988	5236	8862	5758
ENSG00000228960	46	16	41	44
ENSG00000202690	1303	475	1061	1255
ENSG00000142689	74	54	84	48
ENSG00000199895	215	99	142	170
ENSG00000139976	1372	2080	2524	2560
ENSG00000129722	38	29	19	13
ENSG00000165178	465	382	492	653
ENSG00000199749	14044	11170	4889	9083
ENSG00000113090	7293	5811	7622	4148
ENSG00000110128	1170	1127	1491	1338
ENSG00000218597	387	240	190	336
ENSG00000213594	22	14	13	16
ENSG00000236540	2778	4935	2133	1631
ENSG00000131005	37	17	57	42
ENSG00000161650	1570	1416	828	1176
ENSG00000105659	62	37	83	58
ENSG00000124676	94	213	111	163
ENSG00000112408	191	181	175	157
ENSG00000195363	422	471	349	630
ENSG00000132815	33	50	33	50
ENSG00000155825	250	262	132	253
ENSG00000195289	28	29	37	66
ENSG00000147462	221	363	359	214
ENSG00000212963	261	280	287	259
ENSG00000200614	353	337	503	337
ENSG00000194800	27	22	19	36
ENSG00000200279	258	458	274	386
ENSG00000176556	162	189	240	115
ENSG00000120669	402	484	495	766
ENSG00000113572	153	115	319	229
ENSG00000199037	18	17	15	16
ENSG00000190838	490	677	855	1122
ENSG00000146586	35	28	21	31
ENSG00000176223	286	135	157	227
ENSG00000111120	1	2	1	3
ENSG00000216612	504	304	389	376
ENSG00000126595	341	327	298	902
ENSG00000247839	39	26	25	9
ENSG00000109118	451	653	374	432
ENSG00000221863	62	61	43	31
ENSG00000160877	3610	2189	929	2164
ENSG00000143024	229	616	316	480
ENSG00000161865	9	14	16	6
ENSG00000122242	79	141	132	103
ENSG00000173056	1	13	3	2
ENSG00000161634	101	36	59	91
ENSG00000143831	441	506	176	369
ENSG00000208771	594	538	798	553
ENSG00000230054	119	71	108	75
ENSG00000248029	149	145	91	79
ENSG00000114951	143	103	181	242
ENSG00000187629	34	38	28	58
ENSG00000138936	149	346	97	361
ENSG00000169703	3196	1759	2155	1732
ENSG00000199189	138	320	132	228
ENSG00000236915	1510	868	470	731
ENSG00000245582	37	22	29	19
ENSG00000207110	66	35	33	51
ENSG00000125318	394	370	275	346
ENSG00000185391	8895	5027	13369	4704
ENSG00000183081	2063	864	659	1404
ENSG00000147007	9963	4749	3438	4115
ENSG00000160357	107	134	189	116
ENSG00000180820	2329	2292	1168	1808
ENSG00000239654	5	4	6	5
ENSG00000188932	378	374	420	241
ENSG00000164209	3	1	3	3
ENSG00000166820	976	1923	1093	2761
ENSG00000205670	404	417	282	625
ENSG00000144306	1934	1535	1899	670
ENSG00000241512	309	354	327	391
ENSG00000163620	58	62	63	54
ENSG00000147806	27	42	35	35
ENSG00000135933	173	221	214	228
ENSG00000189954	3507	2701	2595	3689
ENSG00000246711	528	524	361	485
ENSG00000236239	58	58	20	60
ENSG00000214642	29	43	41	59
ENSG00000190515	48	53	50	32
ENSG00000152846	67	75	101	142
ENSG00000242858	151	90	110	142
ENSG00000223305	52	36	56	75
ENSG00000229307	61	108	94	92
ENSG00000170019	2	3	6	6
ENSG00000243639	3191	2786	3389	3282
ENSG00000190557	116	288	214	260
ENSG00000244405	2983	1871	2351	5451
ENSG00000124035	232	262	327	449
ENSG00000154763	71	53	64	88
ENSG00000218037	169	240	116	166
ENSG00000189272	227	331	254	231
ENSG00000209147	47	36	40	21
ENSG00000104448	62	81	67	53
ENSG00000116956	3738	13965	10602	7181
ENSG00000135076	1466	1309	1059	1059
ENSG00000144062	24	61	34	52
ENSG00000181266	369	439	509	371
ENSG00000182421	25	19	15	27
ENSG00000197811	2431	2403	3527	1941
ENSG00000173329	20	13	24	11
ENSG00000129245	1220	1140	579	1073
ENSG00000232050	192	215	181	144
ENSG00000154674	207	250	216	180
ENSG00000133714	31	19	21	31
ENSG00000248600	98	61	146	83
ENSG00000228457	22	14	17	10
ENSG00000201097	32	35	27	26
ENSG00000240823	207	471	212	411
ENSG00000134813	19951	31125	32111	29872
ENSG00000159871	69	85	82	74
ENSG00000113221	1575	1251	1011	1238
ENSG00000109736	91	179	161	144
ENSG00000243795	57	41	44	22
ENSG00000132559	2145	1356	2990	2648
ENSG00000101482	406	281	804	471
ENSG00000240708	1666	1697	2324	1700
ENSG00000193313	172	144	181	182
ENSG00000136818	220	340	190	250
ENSG00000229704	31	24	48	50
ENSG00000100673	120	63	80	114
ENSG00000214140	8388	10707	4094	3840
ENSG00000111227	2	2	2	2
ENSG00000184877	529	308	367	272
ENSG00000206141	5778	4897	3472	4748
ENSG00000136997	737	573	614	376
ENSG00000125266	676	610	1271	750
ENSG00000151313	88	65	89	135
ENSG00000200053	1188	3171	1660	974
ENSG00000157803	1667	2160	1356	2137
ENSG00000132023	482	118	136	61
ENSG00000244248	3235	3519	3637	5171
ENSG00000203944	63	55	47	80
ENSG00000201905	0	0	3	0
ENSG00000121851	119	133	166	85
ENSG00000162276	218	110	86	121
ENSG00000160054	32	28	21	33
ENSG00000227852	50	85	82	84
ENSG00000200079	27	21	65	55
ENSG00000141897	2	7	7	1
ENSG00000238786	1756	1623	1500	1635
ENSG00000207214	189	140	186	222
ENSG00000118668	45760	24861	34529	40736
ENSG00000242031	146	164	102	142
ENSG00000119025	374	301	495	416
ENSG00000128318	7	6	11	5
ENSG00000105952	1448	1068	1370	1470
ENSG00000173575	22	18	12	24
ENSG00000249726	579	825	376	554
ENSG00000224822	1656	1183	1085	1444
ENSG00000170282	526	530	713	519
ENSG00000155314	7	44	27	29
ENSG00000196190	85	36	50	31
ENSG00000123650	747	941	764	1102
ENSG00000106330	1886	2632	1850	1913
ENSG00000182148	2888	1466	3301	2605
ENSG00000228686	158	134	173	134
ENSG00000187045	158	136	145	169
ENSG00000125496	4127	5175	6595	6628
ENSG00000167413	84	39	42	19
ENSG00000204775	624	545	918	492
ENSG00000110017	78	82	134	83
ENSG00000205310	5	10	4	12
ENSG00000100529	24	7	25	24
ENSG00000166664	289	497	427	786
ENSG00000129010	139	137	207	228
ENSG00000174098	212	725	559	401
ENSG00000104508	86	66	98	89
ENSG00000203136	65	36	40	83
ENSG00000117791	294	324	288	164
ENSG00000182993	177	131	169	122
ENSG00000165460	8	8	9	2
ENSG00000199763	53	118	67	46
ENSG00000123221	3464	5253	2905	4716
ENSG00000162848	29	32	37	40
ENSG00000120208	378	464	530	382
ENSG00000181350	169	252	181	145
ENSG00000146385	518	631	1142	373
ENSG00000117227	22	30	14	29
ENSG00000210863	10	13	5	7
ENSG00000170075	225	339	356	410
ENSG00000248813	38	12	36	86
ENSG00000130333	138	239	139	184
ENSG00000212433	69	56	96	78
ENSG00000114143	871	551	972	1106
ENSG00000151571	149	284	319	210
ENSG00000196681	106	314	224	193
ENSG00000155185	14	9	13	19
ENSG00000129444	21	4	4	5
ENSG00000115126	16	15	33	35
ENSG00000129400	1038	1408	564	583
ENSG00000185818	1007	439	770	776
ENSG00000190202	384	386	799	381
ENSG00000185093	57	54	46	102
ENSG00000194482	11	15	23	13
ENSG00000170727	1407	1376	2179	1515
ENSG00000240432	344	220	53	79
ENSG00000150587	1094	401	389	427
ENSG00000233851	18	21	10	25
ENSG00000203334	43	45	35	24
ENSG00000115347	341	499	658	405
ENSG00000172445	376	660	900	603
ENSG00000133275	16	12	16	30
ENSG00000228796	228	393	225	186
ENSG00000128376	33	16	21	24
ENSG00000216243	1816	1216	1727	1852
ENSG00000151652	209	791	238	723
ENSG00000116911	10569	10551	15192	12035
ENSG00000112085	4404	1919	1977	3030
ENSG00000196930	58	36	53	34
ENSG00000248894	141	331	244	205
ENSG00000239910	67	55	67	56
ENSG00000115862	123	190	96	303
ENSG00000123341	530	928	718	349
ENSG00000137887	328	167	193	129
ENSG00000208831	220	173	205	126
ENSG00000219100	13	8	7	8
ENSG00000240781	608	460	271	323
ENSG00000187638	163	162	229	156
ENSG00000164454	465	425	514	477
ENSG00000215353	1095	745	878	1564
ENSG00000246768	231	290	187	89
ENSG00000134326	307	666	527	440
ENSG00000151537	47	72	54	32
ENSG00000197796	1089	987	409	824
ENSG00000135016	58	155	159	115
ENSG00000186518	23	22	48	47
ENSG00000239704	121	68	156	142
ENSG00000144274	9	12	6	12
ENSG00000124511	37	51	35	64
ENSG00000117804	81	77	52	81
ENSG00000197588	62	136	211	149
ENSG00000105755	196	153	86	104
ENSG00000180431	39	37	41	70
ENSG00000149923	100	127	79	142
ENSG00000228882	1	4	2	2
ENSG00000167171	175	188	278	201
ENSG00000117612	445	578	355	694
ENSG00000194748	987	770	345	561
ENSG00000228526	825	1256	1242	1213
ENSG00000165677	93	115	90	92
ENSG00000247306	131	190	118	144
ENSG00000200346	92	79	50	35
ENSG00000159722	43	61	66	86
ENSG00000162265	190	231	176	318
ENSG00000199473	3401	2710	2745	1825
ENSG00000123703	7	4	2	7
ENSG00000141916	68	54	35	69
ENSG00000140207	200	269	209	184
ENSG00000105546	15	19	8	19
ENSG00000218805	381	273	366	132
ENSG00000115065	14	8	12	9
ENSG00000189152	84	89	88	47
ENSG00000179030	8	4	5	8
ENSG00000125130	230	383	186	202
ENSG00000200640	65	43	45	25
ENSG00000198286	336	302	607	298
ENSG00000208940	51	80	63	84
ENSG00000175243	26	31	14	22
ENSG00000226777	99	77	55	29
ENSG00000161801	139	180	280	126
ENSG00000249260	132	161	140	122
ENSG00000159042	56	84	75	43
ENSG00000249676	80	102	41	84
ENSG00000100132	77	166	81	139
ENSG00000115327	564	909	437	550
ENSG00000237831	86	45	66	76
ENSG00000137951	369	337	331	295
ENSG00000200098	20	16	10	10
ENSG00000248266	479	598	816	1309
ENSG00000116989	166	178	202	357
ENSG00000178447	208	29	40	65
ENSG00000157196	62	93	83	85
ENSG00000201243	6	3	8	6
ENSG00000121226	291	239	211	140
ENSG00000179942	216	74	65	81
ENSG00000246388	6	11	17	6
ENSG00000187915	97	96	92	76
ENSG00000216867	528	270	331	323
ENSG00000165800	214	133	186	89
ENSG00000243235	333	286	151	159
ENSG00000114736	39	51	49	35
ENSG00000231578	824	629	565	449
ENSG00000155181	121	157	109	97
ENSG00000242586	648	594	532	935
ENSG00000220714	11392	14602	7310	13526
ENSG00000135485	2	6	1	2
ENSG00000219635	41	41	51	45
ENSG00000171720	345	171	50	127
ENSG00000119421	38	37	36	52
ENSG00000109086	1642	1314	982	1284
ENSG00000120251	50	86	62	65
ENSG00000131830	6045	5454	1789	4409
ENSG00000192456	1375	962	754	903
ENSG00000114113	162	474	380	258
ENSG00000114235	171	228	128	126
ENSG00000215921	741	951	641	1003
ENSG00000180711	538	424	542	368
ENSG00000158459	2959	3248	2650	2511
ENSG00000110932	355	166	207	216
ENSG00000199981	1028	1007	1414	1069
ENSG00000229740	284	166	273	338
ENSG00000216168	271	217	196	476
ENSG00000204770	11	7	12	6
ENSG00000208982	187	155	216	116
ENSG00000133814	425	673	125	449
ENSG00000163389	51	25	16	11
ENSG00000112352	10	12	1	9
ENSG00000170478	63	76	43	45
ENSG00000232087	234	242	479	242
ENSG00000240229	2	3	6	6
ENSG00000179895	452	520	361	413
ENSG00000217873	1002	584	2009	1089
ENSG00000197858	183	124	46	85
ENSG00000144205	362	310	201	272
ENSG00000232843	282	307	353	318
ENSG00000153899	42	22	22	37
ENSG00000177364	247	628	337	551
ENSG00000220631	470	267	353	355
ENSG00000139831	2	6	9	20
ENSG00000108597	452	400	348	458
ENSG00000188115	951	1376	716	827
ENSG00000200274	15	13	14	9
ENSG00000114395	1269	754	402	601
ENSG00000109969	100	45	57	115
ENSG00000191718	10	9	10	17
ENSG00000249414	18	27	38	24
ENSG00000190139	24	38	39	34
ENSG00000247821	274	466	530	518
ENSG00000212958	62	66	82	51
ENSG00000216449	65	44	62	52
ENSG00000238601	11	13	11	7
ENSG00000190984	282	213	99	97
ENSG00000165714	15	24	4	13
ENSG00000211108	40	19	38	34
ENSG00000239881	1192	508	412	876
ENSG00000123814	628	602	595	167
ENSG00000168383	33	25	31	41
ENSG00000125824	118	165	191	205
ENSG00000139603	514	476	514	461
ENSG00000236526	47	193	105	118
ENSG00000208341	1979	1674	1241	1264
ENSG00000216245	1906	2346	2606	2173
ENSG00000104858	51	170	161	71
ENSG00000146653	9	18	5	19
ENSG00000146560	222	85	119	57
ENSG00000180532	1743	2532	1426	4145
ENSG00000154780	1498	1127	1568	1570
ENSG00000195815	1410	938	1987	1923
ENSG00000207273	897	1305	1558	1567
ENSG00000204023	63	65	48	94
ENSG00000212184	195	191	165	273
ENSG00000216190	1917	1236	1401	1464
ENSG00000202086	149	248	279	274
ENSG00000161110	503	899	1004	1104
ENSG00000249333	42	35	16	15
ENSG00000247105	10	5	11	6
ENSG00000176776	8347	7147	10002	5733
ENSG00000141219	1083	530	708	1227
ENSG00000215761	191	881	598	249
ENSG00000202331	2834	2262	4730	1720
ENSG00000100126	13255	10408	7427	14565
ENSG00000141224	76784	68750	26366	41242
ENSG00000145567	5	1	1	1
ENSG00000199292	425	385	387	290
ENSG00000219441	1510	956	881	1174
ENSG00000127287	2	2	1	1
ENSG00000162740	6	5	13	2
ENSG00000199954	59	107	109	96
ENSG00000217502	4479	5703	4095	10171
ENSG00000129128	618	962	1364	1497
ENSG00000156730	12965	13622	8724	16467
ENSG00000234712	382	198	266	486
ENSG00000226550	991	1024	1050	1249
ENSG00000212768	2979	4091	3247	3722
ENSG00000121095	1337	301	299	278
ENSG00000232886	198	150	139	117
ENSG00000185145	304	170	80	87
ENSG00000108528	3	3	0	1
ENSG00000241255	256	292	335	308
ENSG00000132452	2	2	2	6
ENSG00000112196	13	34	19	32
ENSG00000214768	657	935	373	283
ENSG00000209040	303	247	242	353
ENSG00000205052	2	0	4	1
ENSG00000155639	473	365	411	286
ENSG00000182661	559	346	732	516
ENSG00000164890	267	165	228	180
ENSG00000141180	1342	789	998	710
ENSG00000169446	686	395	472	613
ENSG00000127884	6	6	3	5
ENSG00000168836	98	98	60	91
ENSG00000127814	83	63	46	46
ENSG00000193694	22	17	17	21
ENSG00000242058	77	136	188	216
ENSG00000163852	35	15	29	34
ENSG00000147962	121	98	120	84
ENSG00000249070	31	30	15	32
ENSG00000194003	3032	908	803	783
ENSG00000148572	16131	18168	17276	6020
ENSG00000159791	49	44	51	41
ENSG00000162000	187	121	123	129
ENSG00000207733	131	146	213	198
ENSG00000229362	536	570	411	302
ENSG00000175093	116	91	68	110
ENSG00000184794	3	0	3	1
ENSG00000139768	241	323	209	229
ENSG00000135494	120	152	115	59
ENSG00000114666	7	22	27	14
ENSG00000152525	58	124	112	115
ENSG00000109786	45	68	35	53
ENSG00000160225	220	260	199	193
ENSG00000190953	150	75	91	75
ENSG00000238687	85	73	71	70
ENSG00000120125	173	119	158	150
ENSG00000193437	289	372	207	220
ENSG00000142544	90	188	90	120
ENSG00000180895	1970	749	1888	1329
ENSG00000200242	313	288	269	371
ENSG00000146033	41	51	16	8
ENSG00000235462	5236	4166	4210	6478
ENSG00000155173	197	145	129	142
ENSG00000119950	1916	2665	1889	3869
ENSG00000236153	26	22	16	10
ENSG00000198037	675	478	395	502
ENSG00000166510	4592	2798	3860	6009
ENSG00000161389	1058	1696	1969	1328
ENSG00000218554	120	105	216	143
ENSG00000126023	48	56	27	33
ENSG00000247329	41	26	20	46
ENSG00000245697	349	125	99	108
ENSG00000123079	22	8	17	16
ENSG00000170440	37	16	26	16
ENSG00000210642	17	14	9	11
ENSG00000180688	32	28	18	24
ENSG00000127970	333	128	266	284
ENSG00000157364	7	11	5	3
ENSG00000206248	179	166	199	77
ENSG00000221461	538	959	530	464
ENSG00000212167	33	21	12	23
ENSG00000157209	13	22	25	29
ENSG00000182562	80	168	213	169
ENSG00000150138	184	176	220	113
ENSG00000216370	673	1329	1077	819
ENSG00000180729	3	2	4	3
ENSG00000204384	91	120	82	127
ENSG00000191760	2008	2830	2154	3868
ENSG00000146112	193	198	254	96
ENSG00000135887	5929	5648	4620	6321
ENSG00000111338	12316	6023	12594	14225
ENSG00000185047	46	22	59	60
ENSG00000175495	3900	2497	3252	3666
ENSG00000191370	472	466	527	556
ENSG00000179672	96	185	59	109
ENSG00000145618	127	97	108	82
ENSG00000158504	109	79	38	55
ENSG00000212757	14	26	28	18
ENSG00000178719	139	91	142	135
ENSG00000137871	823	1127	1158	953
ENSG00000218109	992	1194	2121	1789
ENSG00000103629	72	64	49	34
ENSG00000121169	312	329	430	416
ENSG00000220707	792	320	366	251
ENSG00000147012	2	0	1	1
ENSG00000207135	755	962	306	300
ENSG00000121309	31	10	9	9
ENSG00000142055	25	5	19	16
ENSG00000202603	987	800	938	1021
ENSG00000104252	5133	3913	5223	5374
ENSG00000194733	26	13	20	18
ENSG00000118452	44	49	19	23
ENSG00000106768	17	27	21	33
ENSG00000248916	29	27	42	38
ENSG00000190880	39	80	89	69
ENSG00000157750	36	33	36	22
ENSG00000123902	5	5	2	1
ENSG00000125537	6177	5470	3779	7685
ENSG00000223690	76	47	66	74
ENSG00000201172	51	44	27	38
ENSG00000101666	1078	1187	1014	1140
ENSG00000108312	94	82	83	90
ENSG00000193304	1077	1011	1036	611
ENSG00000179752	774	699	766	560
ENSG00000106829	1674	879	1420	745
ENSG00000186765	116	61	43	114
ENSG00000163326	653	289	469	484
ENSG00000122318	7	11	4	5
ENSG00000183712	4	12	11	16
ENSG00000121603	140	163	175	136
ENSG00000103509	35	71	83	72
ENSG00000242576	1590	1778	2426	809
ENSG00000212262	116	84	75	84
ENSG00000110848	5	12	3	8
ENSG00000225508	106	246	133	137
ENSG00000123037	142	80	62	104
ENSG00000248963	174	293	286	338
ENSG00000102327	7	11	15	14
ENSG00000157140	47	36	54	23
ENSG00000109593	214	81	133	442
ENSG00000190605	509	551	409	684
ENSG00000176239	801	343	328	521
ENSG00000114147	560	845	557	327
ENSG00000215924	5	9	7	7
ENSG00000224056	98	210	142	54
ENSG00000184262	208	234	250	187
ENSG00000133041	338	797	1451	836
ENSG00000216495	600	288	326	174
ENSG00000147816	76	41	104	41
ENSG00000120542	77	86	71	242
ENSG00000221586	137	108	187	115
ENSG00000150246	4	6	2	17
ENSG00000145216	302	133	116	49
ENSG00000187488	1097	814	603	696
ENSG00000149433	655	1011	607	744
ENSG00000193204	3	2	2	6
ENSG00000198920	149	205	100	101
ENSG00000172852	5	5	11	17
ENSG00000201224	1466	1361	1215	1209
ENSG00000237815	826	377	391	294
ENSG00000165090	645	354	995	593
ENSG00000227994	32	33	49	17
ENSG00000183799	3	2	3	3
ENSG00000245819	27	23	16	19
ENSG00000173592	76	73	80	103
ENSG00000226178	17	12	1	8
ENSG00000231975	19	40	20	37
ENSG00000180090	4636	3577	3682	4300
ENSG00000213274	11	12	11	5
ENSG00000131457	421	415	447	520
ENSG00000144127	1	1	4	4
ENSG00000198190	206	351	222	118
ENSG00000212915	551	601	1643	527
ENSG00000167312	451	267	501	238
ENSG00000182786	2140	2425	2577	1819
ENSG00000136668	7294	4849	8326	5620
ENSG00000155253	18	2	16	12
ENSG00000180488	632	126	185	260
ENSG00000106195	470	360	444	575
ENSG00000246927	353	317	355	270
ENSG00000225902	2933	3099	2512	2843
ENSG00000157064	253	294	396	484
ENSG00000219768	1062	1961	2544	1630
ENSG00000151553	817	1098	1885	1681
ENSG00000110835	170	255	382	256
ENSG00000223053	323	379	354	646
ENSG00000106644	46	31	61	25
ENSG00000130074	572	354	257	276
ENSG00000161755	217	144	257	244
ENSG00000229484	114	224	100	89
ENSG00000200228	151	72	32	57
ENSG00000138851	936	862	947	619
ENSG00000100859	76	104	119	163
